,GAME_ID,INN_CT,BAT_HOME_ID,OUTS_CT,AWAY_SCORE,HOME_SCORE,BATTER_ID,BAT_LINEUP_ID,BAT_FLD_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,PIT_ID,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,RUN1_RESP_PIT_ID,BASE2_RUN_ID,RUN2_RESP_PIT_ID,BASE3_RUN_ID,RUN3_RESP_PIT_ID,LEADOFF_FL,EVENT_CD,BAT_EVENT_FL,EVENT_OUTS_CT,SB_FL,CS_FL,PK_FL,EVENT_ID,BALLS_CT,STRIKES_CT,PITCH_SEQ,RBI,H_FL,AB_FL,SH_FL,SF_FL,BUNT_FL
0,4926501,1,0,0,0,0,1862900,1,10,0,,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,,,,,,,1,3,1,1,0,0,0,0,1,2,KKBS,0.0,0.0,1.0,0.0,0.0,0.0
1,4926501,1,0,1,0,0,1862897,2,6,0,,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,,,,,,,0,3,1,1,0,0,0,1,2,2,BSKBS,0.0,0.0,1.0,0.0,0.0,0.0
2,4926501,1,0,2,0,0,1862896,3,7,0,,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,,,,,,,0,3,1,1,0,0,0,2,1,2,FKBFS,0.0,0.0,1.0,0.0,0.0,0.0
3,4926501,1,1,0,0,0,2324142,1,8,0,,,,1862904,1976587,1976588,2314979,2314963,1862897,1862896,2314993,1642238,,,,,,,1,2,1,1,0,0,0,3,1,1,KB,0.0,0.0,1.0,0.0,0.0,0.0
4,4926501,1,1,1,0,0,1862541,2,2,0,,,,1862904,1976587,1976588,2314979,2314963,1862897,1862896,2314993,1642238,,,,,,,0,2,1,1,0,0,0,4,0,2,KK,0.0,0.0,1.0,0.0,0.0,0.0
5,4926501,1,1,2,0,0,2324170,3,3,0,,,,1862904,1976587,1976588,2314979,2314963,1862897,1862896,2314993,1642238,,,,,,,0,3,1,1,0,0,0,5,1,2,SSBK,0.0,0.0,1.0,0.0,0.0,0.0
6,4926501,2,0,0,0,0,1642238,4,9,1,,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,,,,,,,1,20,1,0,0,0,0,6,0,0,,0.0,1.0,1.0,0.0,0.0,0.0
7,4926501,2,0,0,0,0,1976588,5,3,1,2,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,1862896,1976405,,,,,0,20,1,0,0,0,0,7,1,1,BF,0.0,1.0,1.0,0.0,0.0,0.0
8,4926501,2,0,0,0,0,1976587,6,2,0,,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,1642238,1976405,1862896,1976405,,,0,2,1,1,0,0,0,8,0,0,,0.0,0.0,1.0,0.0,0.0,0.0
9,4926501,2,0,1,0,0,2314993,7,8,0,,,,1976405,1862541,2324170,2140167,1976433,2324166,2140166,2324142,2324160,1642238,1976405,1862896,1976405,,,0,3,1,1,0,0,0,9,1,2,BKSK,0.0,0.0,1.0,0.0,0.0,0.0
