,GAME_ID,INN_CT,BAT_HOME_ID,OUTS_CT,AWAY_SCORE,HOME_SCORE,BATTER_ID,BAT_LINEUP_ID,BAT_FLD_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,PIT_ID,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,RUN1_RESP_PIT_ID,BASE2_RUN_ID,RUN2_RESP_PIT_ID,BASE3_RUN_ID,RUN3_RESP_PIT_ID,LEADOFF_FL,EVENT_CD,BAT_EVENT_FL,EVENT_OUTS_CT,SB_FL,CS_FL,PK_FL,EVENT_ID,BALLS_CT,STRIKES_CT,PITCH_SEQ,RBI,H_FL,AB_FL,SH_FL,SF_FL,BUNT_FL
0,4926865,1,0,0,0,0,1869822,1,9,0,,,,1884232,2116004,2116009,2115993,2115996,2301924,2301927,2115976,2301921,,,,,,,1,2,1,1,0,0,0,0,0,1,K,0.0,0.0,1.0,0.0,0.0,0.0
1,4926865,1,0,1,0,0,1988332,2,10,0,,,,1884232,2116004,2116009,2115993,2115996,2301924,2301927,2115976,2301921,,,,,,,0,3,1,1,0,0,0,1,0,2,SFS,0.0,0.0,1.0,0.0,0.0,0.0
2,4926865,1,0,2,1,0,1881811,3,2,4,,,,1884232,2116004,2116009,2115993,2115996,2301924,2301927,2115976,2301921,,,,,,,0,23,1,0,0,0,0,2,0,1,S,1.0,1.0,1.0,0.0,0.0,0.0
3,4926865,1,0,2,1,0,2128435,4,3,0,,,,1884232,2116004,2116009,2115993,2115996,2301924,2301927,2115976,2301921,,,,,,,0,2,1,1,0,0,0,3,1,2,SFB,0.0,0.0,1.0,0.0,0.0,0.0
4,4926865,1,1,0,1,0,2115976,1,8,0,,,,2128181,1881811,2128435,1988352,2128156,2128432,2331670,2128443,1869822,,,,,,,1,3,1,1,0,0,0,4,2,2,BBKKS,0.0,0.0,1.0,0.0,0.0,0.0
5,4926865,1,1,1,1,0,2301927,2,7,0,,,,2128181,1881811,2128435,1988352,2128156,2128432,2331670,2128443,1869822,,,,,,,0,2,1,1,0,0,0,5,2,2,KBFFBFF,0.0,0.0,1.0,0.0,0.0,0.0
6,4926865,1,1,2,1,0,2115993,3,4,2,,,,2128181,1881811,2128435,1988352,2128156,2128432,2331670,2128443,1869822,,,,,,,0,21,1,0,0,0,0,6,0,0,,0.0,1.0,1.0,0.0,0.0,0.0
7,4926865,1,1,2,1,0,2116004,4,2,0,,,,2128181,1881811,2128435,1988352,2128156,2128432,2331670,2128443,1869822,,,2115993,2128181,,,0,2,1,1,0,0,0,7,0,0,,0.0,0.0,1.0,0.0,0.0,0.0
8,4926865,2,0,0,2,0,2331670,5,7,4,,,,1884232,2116004,2116009,2115993,2115996,2301924,2301927,2115976,2301921,,,,,,,1,23,1,0,0,0,0,8,1,2,KFFB,1.0,1.0,1.0,0.0,0.0,0.0
9,4926865,2,0,0,2,0,2128432,6,6,0,,,,1884232,2116004,2116009,2115993,2115996,2301924,2301927,2115976,2301921,,,,,,,0,3,1,1,0,0,0,9,2,2,KFBBK,0.0,0.0,1.0,0.0,0.0,0.0
