,GAME_ID,INN_CT,BAT_HOME_ID,OUTS_CT,AWAY_SCORE,HOME_SCORE,BATTER_ID,BAT_LINEUP_ID,BAT_FLD_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,PIT_ID,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,RUN1_RESP_PIT_ID,BASE2_RUN_ID,RUN2_RESP_PIT_ID,BASE3_RUN_ID,RUN3_RESP_PIT_ID,LEADOFF_FL,EVENT_CD,BAT_EVENT_FL,EVENT_OUTS_CT,SB_FL,CS_FL,PK_FL,EVENT_ID,BALLS_CT,STRIKES_CT,PITCH_SEQ,RBI,H_FL,AB_FL,SH_FL,SF_FL,BUNT_FL
0,4929999,1,0,0,0,0,2138770,1,8,0,,,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,,,,,,,1,3,1,1,0,0,0,0,,,,0.0,0.0,1.0,0.0,0.0,0.0
1,4929999,1,0,1,0,0,2138760,2,6,1,,,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,,,,,,,0,14,1,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,0.0,0.0
2,4929999,1,0,1,0,0,1890011,3,9,1,2,,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,2138760,2136982,,,,,0,20,1,0,0,0,0,2,,,,0.0,1.0,1.0,0.0,0.0,0.0
3,4929999,1,0,1,0,0,2346259,4,10,1,2,3,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,1890011,2136982,2138760,2136982,,,0,14,1,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,0.0,0.0
4,4929999,1,0,1,0,0,1873472,5,5,0,,,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,2346259,2136982,1890011,2136982,2138760,2136982,0,3,1,1,0,0,0,4,,,,0.0,0.0,1.0,0.0,0.0,0.0
5,4929999,1,0,2,1,0,2138768,6,2,,2,3,4,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,2346259,2136982,1890011,2136982,2138760,2136982,0,9,0,0,0,0,0,5,,,,,,,,,
6,4929999,1,0,2,1,0,2138768,6,2,1,,,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,,,2346259,2136982,1890011,2136982,0,14,1,0,0,0,0,6,,,,0.0,0.0,0.0,0.0,0.0,0.0
7,4929999,1,0,2,3,0,1873478,7,3,1,2,4,4,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,2138768,2136982,2346259,2136982,1890011,2136982,0,20,1,0,0,0,0,7,,,,2.0,1.0,1.0,0.0,0.0,0.0
8,4929999,1,0,2,3,0,1983920,8,7,1,2,3,,2136982,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,1873478,2136982,2138768,2136982,,,0,16,1,0,0,0,0,8,,,,0.0,0.0,0.0,0.0,0.0,0.0
9,4929999,1,0,2,3,0,1983919,9,4,0,,,,2136981,1756110,2309776,1982206,2136970,2309663,2309652,2136969,2309816,1983920,2136982,1873478,2136982,2138768,2136982,0,2,1,1,0,0,0,9,,,,0.0,0.0,1.0,0.0,0.0,0.0
