id,drafted,hs,col
quentca01,True,"University HS (San Diego, CA)","Stanford University (Palo Alto, CA)"
quereju01,False,,
queveru01,False,"Don Bosco (Valencia, Venezuela)",
quinlro01,True,"Hill-Murray HS (Maplewood, MN)","University of Minnesota (Minneapolis, MN)"
quinnro01,True,"Port St. Joe HS (Port St. Joe, FL)",
quinthu01,False,"U. E. Andres Bello (Maracaibo, Venezuela)",
quintjo01,False,,
quintom01,True,"Socorro HS (El Paso, TX)","University of Texas at Austin (Austin, TX)"
quirogu01,False,,
rabejo01,True,"Unity HS (Unity, IL)","Quincy University (Quincy, IL)"
rabelmi01,True,"Ridgewood HS (New Port Richey, FL)","University of Tampa (Tampa, FL)"
raburry01,True,"Durant HS (Plant City, FL)","South Florida Community College (Avon Park, FL)"
raineta01,True,"St. Paul's School (Covington, LA)","Southeastern Louisiana University (Hammond, LA)"
raineti02,True,"Seminole HS (Sanford, FL)",
rakeraa01,True,"Wesclin HS (Trenton, IL)","Southern Illinois University Edwardsville (Edwardsville, IL)"
raleybr01,True,"Uvalde HS (Uvalde, TX)","Texas A&M University (College Station, TX)"
ramiral03,False,,
ramirca01,False,,
ramired01,False,"Luis Guarionex Landestoy (San Juan, Dominican Republic)",
ramirel01,False,Liceo Pedregal (Dominican Republic),
ramirel02,False,,
ramirer01,True,"Saddleback HS (Santa Ana, CA)","California State University Northridge (Los Angeles, CA)"
ramirer02,False,,
ramirha01,False,"Adbentista (Samana, Dominican Republic)",
ramirho01,True,"Inglewood HS (Inglewood, CA)",
ramirjc01,False,,
ramirjo01,False,,
ramirjo02,False,,
ramirma03,False,,
ramirne01,True,,
ramirno01,True,"Alhambra HS (Alhambra, CA)","California State University Fullerton (Fullerton, CA)"
ramirra02,False,,
ramirra03,False,,
ramirsa01,False,,
ramirwi01,False,"Escuela Primaria El Fundo (Bani, Dominican Republic)",
ramirye01,False,,
ramosaj01,True,"Estacado HS (Lubbock, TX)","Texas Tech University (Lubbock, TX)"
ramosce01,True,"El Rancho HS (Pico Rivera, CA)","California State University Long Beach (Long Beach, CA)"
ramosed02,False,,
ramosma01,True,"Pflugerville HS (Pflugerville, TX)","Rice University (Houston, TX)"
ramoswi01,False,U. E. Santa Ines (Venezuela),
ranauan01,True,"St. Rose HS (Belmar, NJ)","Louisiana State University (Baton Rouge, LA)"
randasc01,True,"Dos Pueblos HS (Goleta, CA)","Santa Barbara City College (Santa Barbara, CA)"
randost01,True,"Bowie HS (Austin, TX)","Galveston College (Galveston, TX)"
ransoco01,True,"Chandler HS (Chandler, AZ)","Colorado Mesa University (Grand Junction, CO)"
rapadcl01,False,"Deep Creek HS (Chesapeake, VA)","Virginia State University (Petersburg, VA)"
rasmuco01,True,"Russell County HS (Seale, AL)",
rasmuco02,True,"Russell County HS (Seale, AL)",
rasmuro01,True,"Poly HS (Pasadena, CA)","University of California, Los Angeles (Los Angeles, CA)"
rasneda01,True,"Carson HS (Carson City, NV)","University of Nevada-Reno (Reno, NV)"
ratlijo01,True,"Liverpool Central HS (Liverpool, NY)","LeMoyne College (Syracuse, NY)"
rauchjo01,True,"Oldham County HS (Oldham County, KY)","Morehead State University (Morehead, KY)"
ravinjo01,True,"Chatsworth HS (Chatsworth, CA)",
raych01,True,"Hillsborough HS (Tampa, FL)","College of William and Mary (Williamsburg, VA)"
raynojo01,False,,
rayro01,True,"Lufkin HS (Lufkin, TX)","Texas A&M University (College Station, TX)"
rayro02,True,"Brentwood HS (Brentwood, TN)",
reaco01,True,"Cascade HS (Cascade, IA)","Indiana State University (Terre Haute, IN)"
readra01,False,,
realmjt01,True,"Carl Albert HS (Midwest City, OK)",
reamebr01,True,"Seneca HS (Seneca, SC)","The Citadel (Charleston, SC)"
rearich01,True,"Savannah Christian Preparatory (Savannah, GA)","North Georgia College and State University (Dahlonega, GA)"
reckean01,True,"Catasauqua HS (Catasauqua, PA)","Alvernia College (Reading, PA)"
reddijo01,True,"South Effingham HS (Guyton, GA)","Middle Georgia College (Cochran, GA)"
redditi01,True,"Churchville-Chili HS (Churchville, NY)","Monroe Community College (Rochester, NY)"
redmapr01,True,"Tuscaloosa Academy HS (Tuscaloosa, AL)","Bevill State Community College (Sumiton, AL)"
redmaju01,True,"Tuscaloosa Academy HS (Tuscaloosa, AL)",
redmoto01,False,"Northside Christian School (St. Petersburg, FL)","St. Petersburg College (St. Petersburg, FL)"
reedad01,True,"Los Osos HS (Rancho Cucamonga, CA)","San Diego State University (San Diego, CA)"
reedaj01,True,"Terre Haute South HS (Terre Haute, IN)","University of Kentucky (Lexington, KY)"
reedch01,True,"Grover Cleveland HS (Reseda, CA)","Stanford University (Palo Alto, CA)"
reedco01,True,"Horn Lake HS (Horn Lake, MS)","Northwest Mississippi Community College (Senatobia, MS)"
reeder01,True,,"Texas A&M University (College Station, TX)"
reedev01,True,"Quincy HS (Quincy, CA)","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
reedje03,True,"Bonita HS (La Verne, CA)","California State University Long Beach (Long Beach, CA)"
reedke01,True,"Doherty HS (Worcester, MA)","Providence College (Providence, RI)"
reedmi02,True,"Leander HS (Leander, TX)",
reeseke01,True,,"University of San Diego (San Diego, CA)"
refsnro01,True,"Laguna Hills HS (Laguna Hills, CA)","University of Arizona (Tucson, AZ)"
regilni01,True,"Deltona HS (Deltona, FL)","Jacksonville University (Jacksonville, FL)"
regisst01,True,"Shaw HS (Columbus, GA)","Auburn University (Auburn, AL)"
reidfse01,True,"Sandalwood HS (Jacksonville, FL)",
reidry01,True,"Deering HS (Portland, ME)","James Madison University (Harrisonburg, VA)"
reimono01,True,"Kennedy Catholic HS (Hermitage, PA)","Bowling Green State University (Bowling Green, OH)"
reinech01,True,"Ayersville HS (Defiance, OH)","Miami University of Ohio (Oxford, OH)"
reinhja01,True,"Ardrey Kell HS (Charlotte, NC)","East Carolina University (Greenville, NC)"
reiniza01,True,"Smithson Valley HS (Spring Branch, TX)","Hill College (Hillsboro, TX)"
reithbr01,True,"Concordia Lutheran HS (Fort Wayne, IN)",
reitsch01,True,"Calgary Christian HS (Calgary, AB)",
rendato01,True,"Junipero Serra HS (San Mateo, CA)","University of California, Berkeley (Berkeley, CA)"
rendoan01,True,"Lamar HS (Houston, TX)","Rice University (Houston, TX)"
renfrhu01,True,"Copiah Academy (Gallman, MS)","Mississippi State University (Mississippi State, MS)"
repkoja01,True,"Hanford HS (Richland, WA)",
resopch01,True,"Naples Senior HS (Naples, FL)",
restomi01,True,"Mayo HS (Rochester, MN)",
reverbe01,True,"Lexington Catholic HS (Lexington, KY)",
reyesal02,False,"Elizabeth HS (Elizabeth, NJ)",
reyesan01,True,"California HS (Whittier, CA)","University of Southern California (Los Angeles, CA)"
reyesar01,False,,
reyesfr01,False,,
reyesje01,False,,"ASA College (Brooklyn, NY)"
reyesjo01,False,Liceo Delia Reyes (Dominican Republic),
reyesjo02,False,,
reyesjo03,True,"Riverside Poly HS (Riverside, CA)",
reyespa01,False,,
reyesre01,False,"Nueva Esparta (Margarita, Venezuela)",
reyesvi01,False,,
reynogr01,True,"Terra Nova HS (Pacifica, CA)","Stanford University (Palo Alto, CA)"
reynoma01,True,"First Colonial HS (Virginia Beach, VA)","University of Virginia (Charlottesville, VA)"
reynoma02,True,"St. Charles East HS (St. Charles, IL)","Austin Peay State University (Clarksville, TN)"
reynoma03,True,"Bishop Kelley HS (Tulsa, OK)","University of Arkansas (Fayetteville, AR)"
rhameja01,True,"John H. Guyer HS (Denton, TX)","Grayson County College (Denison, TX)"
rheinjo01,True,"Gibault HS (Waterloo, IL)","Southwestern Illinois College (Belleville, IL)"
rhymewi01,False,,
ricesc01,True,"Royal HS (Simi Valley, CA)",
richaan01,True,"American Heritage HS (Delray Beach, FL)","Vanderbilt University (Nashville, TN)"
richach01,True,"University HS (San Diego, CA)","San Diego City College (San Diego, CA)"
richacl01,True,"McCutcheon HS (Lafayette, IN)","University of Michigan (Ann Arbor, MI)"
richada02,False,"Liceo Aristides Garcia Mell (La Romana, Dominican Republic)",
richadu02,True,"Newton HS (Newton, KS)","Texas Tech University (Lubbock, TX)"
richaga01,True,"Edmond Memorial HS (Edmond, OK)","University of Oklahoma (Norman, OK)"
richake02,False,"Bellingham HS (Bellingham, WA)","Gonzaga University (Spokane, WA)"
richatr01,False,,"Drury University (Springfield, MO)"
richmsc01,False,"Aldergrove Community SS (Aldergrove, BC)","Bossier Parish Community College (Bossier City, LA)"
rickajo01,True,"Bishop Gorman HS (Las Vegas, NV)","University of Arizona (Tucson, AZ)"
riddljt01,True,"Western Hills HS (Frankfort, KY)","University of Kentucky (Lexington, KY)"
ridgwje01,True,"Port Angeles HS (Port Angeles, WA)",
riedljo01,True,"Ely HS (Pompano Beach, FL)",
riefecj01,True,"Mahopac HS (Mahopac, NY)","Chipola College (Marianna, FL)"
rienzan01,False,,
rigdopa01,True,"Trinity Christian Academy (Jacksonville, FL)","University of Florida (Gainesville, FL)"
riggaje01,True,"Brewster HS (Brewster, WA)","Edmonds Community College (Lynnwood, WA)"
riggash01,True,"St. Thomas Aquinas HS (Fort Lauderdale, FL)","Florida International University (Miami, FL)"
rincoju01,False,Instituto Cervantes (Venezuela),
ringro01,True,"Monte Vista HS (Spring Valley, CA)","San Diego State University (San Diego, CA)"
riosal01,True,"Guaynabo (Guaynabo, Puerto Rico)",
riosya01,True,"Doctora Conchita Cuevas HS (Gurabo, Puerto Rico)",
rivaslu01,False,Licencia Baranda (Venezuela),
riverca01,True,"Rio Grande (Rio Grande, Puerto Rico)",
riverca02,False,,
riverfe01,False,,
riverju01,False,"Guarenas (Guarenas, Venezuela)",
riverlu02,False,"Chihuahua (Chihuahua, Mexico)",
rivermi02,False,"Bayamon (Bayamon, Puerto Rico)","Troy University (Troy, AL)"
riverre01,True,"Papa Juan HS (Bayamon, Puerto Rico)",
riversa01,True,,"University of Mobile (Mobile, AL)"
rivertj01,False,"Lehman HS (Bronx, NY)","Troy University (Troy, AL)"
riverya01,True,"Manuela Toro HS (Caguas, Puerto Rico)",
rizzoan01,True,"Stoneman-Douglas HS (Parkland, FL)",
rlealse01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
roachdo01,True,"Bishop Gorman HS (Las Vegas, NV)","University of Arizona (Tucson, AZ)"
roachja01,True,,"University of North Carolina at Wilmington (Wilmington, NC)"
roarkta01,True,"Wilmington HS (Wilmington, IL)","University of Illinois at Urbana-Champaign (Champaign, IL)"
robbija01,True,"Charlotte HS (Charlotte, NC)",
roberbr01,True,"Chapel Hill HS (Chapel Hill, NC)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
roberch02,True,"El Cerrito HS (El Cerrito, CA)","Contra Costa College (San Pablo, CA)"
roberco01,True,"Central HS (Tuscaloosa, AL)","Birmingham-Southern College (Birmingham, AL)"
roberda08,True,"Paul W. Bryant HS (Tuscaloosa, AL)","University of Alabama (Tuscaloosa, AL)"
roberda09,True,,"Oregon State University (Corvallis, OR)"
roberda10,True,"Upland HS (Upland, CA)",
robergr01,True,"Grossmont HS (Grossmont, CA)",
roberje02,True,"Exeter HS (Exeter, CA)",
roberke02,True,"Siegel HS (Murfreesboro, TN)","Middle Tennessee State University (Murfreesboro, TN)"
roberna01,True,"Maize HS (Maize, KS)","Wichita State University (Wichita, KS)"
roberry01,True,"L. D. Bell HS (Hurst, TX)","Eastfield College (Mesquite, TX)"
roberty01,False,,
robinch02,False,,
robincl01,True,"Northview HS (Dothan, AL)","Troy University (Troy, AL)"
robinde02,False,"P.K. Yonge Developmental Research School (Gainesville, FL)",Kansas City Royals
robindr01,True,"Silverado HS (Las Vegas, NV)",
robinsh01,True,"Jesuit HS (Tampa, FL)","Florida State University (Tallahassee, FL)"
robintr01,True,"Crenshaw HS (Los Angeles, CA)",
robleha01,False,"Escuela Basic Sonador (Bonao, Dominican Republic)",
roblema01,False,Colegio La California (Venezuela),
robleos01,True,"Montgomery HS (Chula Vista, CA)",
roblevi01,False,,
rodgebr01,True,"Lamar Consolidated HS (Rosenberg, TX)","Arizona State University (Tempe, AZ)"
rodnefe01,False,"Liceo Sol Ana Nolan (San Pedro de Macoris, Dominican Republic)",
rodonca01,True,"Holly Springs HS (Holly Springs, NC)","North Carolina State University (Raleigh, NC)"
rodrian01,False,,
rodride01,True,"Monsignor Edward Pace HS (Miami Gardens, FL)",
rodried03,False,,
rodried04,True,"Coral Gables HS (Coral Gables, FL)","University of Miami (Coral Gables, FL)"
rodried05,False,,
rodrife02,True,"Franklin HS (El Paso, TX)","El Paso Community College (El Paso, TX)"
rodrifr03,False,"Juan Lovera (Caracas, Venezuela)",
rodrifr04,False,Instituto Nacimal de Prepartorias (Mexico),
rodrigu01,False,,
rodrigu02,False,,
rodrihe03,False,,
rodrihe04,False,,
rodrije01,False,,
rodrijo04,True,,"Florida International University (Miami, FL)"
rodrijo03,False,"Brandeis HS (New York, NY)",
rodrijo06,False,"Colegio Maternal Lyly (Santo Domingo, Dominican Republic)",
rodrijo05,True,"South Houston HS (South Houston, TX)","Rice University (Houston, TX)"
rodrilu01,False,"Sixto Sosa (Cojedos, Venezuela)",
rodrira01,False,Liceo Fray Ramon Panenone (Dominican Republic),
rodriri03,False,"Guayubin (Guayubin, Dominican Republic)",
rodriri04,False,,
rodriri05,False,,
rodriro03,False,,
rodrise01,True,"Braddock HS (Miami, FL)",
rodrist02,True,"Gulliver Prep (Miami, FL)","University of Florida (Gainesville, FL)"
rodriwa01,False,,
rodriwi01,False,"Bolivar (Bolivar, Venezuela)",
rodriwi02,False,,
rodriyo01,False,,
roech01,True,"Lafayette HS (Lexington, KY)",
roenijo01,True,"Nevada Union HS (Grass Valley, CA)","University of California, Los Angeles (Los Angeles, CA)"
rogerbr01,True,"Harrison HS (Kennesaw, GA)","Georgia Southern University (Statesboro, GA)"
rogered01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
rogeres01,False,,
rogerja02,True,"Banneker HS (College Park, GA)","Columbus State University (Columbus, GA)"
rogerjo01,True,"New Albany HS (New Albany, IN)","University of Louisville (Louisville, KY)"
rogerma01,False,"Mount Ararat School (Topsham, ME)",Milwaukee Brewers
rogerta01,True,"Chatfield HS (Littleton, CO)","University of Kentucky (Lexington, KY)"
rohliry01,True,"West Bend East HS (West Bend, WI)","Clarendon College (Clarendon, TX)"
rojasmi02,False,,
rolisna01,True,"Petal HS (Petal, MS)",
rollida01,True,"First Baptist Academy (Dallas, TX)","San Jacinto College, North Campus (Houston, TX)"
rolliji01,True,"Encinal HS (Alameda, CA)",
rollsda01,True,"Kansas City HS (Kansas City, KS)",
romakja01,False,,Atlanta Braves
romanja01,True,"Hillsborough HS (Tampa, FL)",
romansa01,True,"Southington HS (Southington, CT)",
romeral01,False,,
romerda01,False,,
romeren01,False,,
romerfe01,False,,
romerni01,False,,
romerri01,True,"Roosevelt HS (Los Angeles, CA)","California State University Fullerton (Fullerton, CA)"
romerst01,True,"Sunnyside HS (Tucson, AZ)","Oregon State University (Corvallis, OR)"
rominan01,True,"Trabuco Hills HS (Mission Viejo, CA)","Arizona State University (Tempe, AZ)"
rominau01,True,"El Toro HS (Lake Forest, CA)",
romose01,True,"Brawley Union HS (Brawley, CA)","Arizona Western College (Yuma, AZ)"
rondobr01,False,,
rondohe01,False,,
rondojo01,False,,
rondojo02,False,,
roneyma01,True,"Edmond North HS (Edmond, OK)",
rosaca01,False,,
rosalad01,True,"Maine South HS (Park Ridge, IL)","Western Michigan University (Kalamazoo, MI)"
rosalle01,True,"Reseda HS (Reseda, CA)","California State University Northridge (Los Angeles, CA)"
rosaral01,False,Liceo Elias Rodriguez Escuela (Dominican Republic),
rosaram01,False,,
rosared01,True,"Rafael Lopez Landron HS (Guayama, Puerto Rico)",
rosarfr01,False,"Del Yuma (Del Yuma, Dominican Republic)",
rosarra01,False,,
rosarro01,False,,
rosarsa02,False,,
rosarwi01,False,,
rosemi01,True,"Antioch HS (Antioch, CA)",
rosenbj01,True,"Meade County HS (Brandenburg, KY)","University of Louisville (Louisville, KY)"
rosentr01,True,"Lee's Summit West HS (Lee's Summit, MO)","Cowley County Community College (Arkansas City, KS)"
rosinse01,True,"Mounds View HS (Arden Hills, MN)",
rossco01,True,"Carlsbad HS (Carlsbad, NM)",
rosscza01,True,"Forest Grove HS (Forest Grove, OR)","Chemeketa Community College (Salem, OR)"
rossda01,True,"Florida HS (Tallahassee, FL)","Auburn University (Auburn, AL)"
rossjo01,True,"Bishop O'Dowd HS (Oakland, CA)",
rossro01,True,"Lexington Christian Academy (Lexington, KY)",
rossty01,True,"Bishop O'Dowd HS (Oakland, CA)","University of California, Berkeley (Berkeley, CA)"
rothmi01,True,"Riverside HS (Greer, SC)","University of South Carolina (Columbia, SC)"
rottivi01,False,"St. Catherines HS (Racine, WI)","University of Wisconsin at La Crosse (La Crosse, WI)"
rousemi01,True,,"San Jose State University (San Jose, CA)"
rowanaa01,True,"Glendora HS (Glendora, CA)","California State University Fullerton (Fullerton, CA)"
rowenbe01,True,"Palos Verdes HS (Palos Verdes Estates, CA)","Virginia Polytechnic Institute and State University (Blacksburg, VA)"
rowlary01,False,"Newcastle (Newcastle, Australia)",
rowlech01,False,"South Forsyth HS (Cumming, GA)","United States Military Academy (West Point, NY)"
ruanwi01,False,"Guaymate (Guaymate, Dominican Republic)",
ruary01,True,"Marion L. Steele HS (Amherst, OH)","Lake Erie College (Painesville, OH)"
rucindr01,False,"Tulsa Union HS (Tulsa, OK)","The Ohio State University (Columbus, OH)"
rufda01,True,"Westside HS (Omaha, NE)","Creighton University (Omaha, NE)"
ruffich01,False,,
ruggiju01,True,"L. C. Anderson HS (Austin, TX)","Blinn College (Brenham, TX)"
ruizca01,False,"Chiriqui (Chiriqui, Panama)",
ruizjo01,False,,
ruizra01,True,"James Monroe HS (Bronx, NY)","Maple Woods Community College (Kansas City, MO)"
ruizri01,True,"Bishop Amat Memorial HS (La Puente, CA)",
rumbeni01,True,"Bullard HS (Bullard, TX)","Louisiana State University (Baton Rouge, LA)"
rundlri01,True,"Jefferson County HS (Dandridge, TN)",
runzlda01,True,"Chaminade College Preparatory School (West Hills, CA)","University of California, Riverside (Riverside, CA)"
rupejo01,True,"Greenbrier Christian Academy (Chesapeake, VA)","Louisburg College (Louisburg, NC)"
ruppca01,True,"Prestonwood Christian Academy (Plano, TX)","University of Texas at Austin (Austin, TX)"
rushfji01,False,,"San Diego State University (San Diego, CA)"
rusinch01,True,"Divine Child HS (Dearborn, MI)","University of Kentucky (Lexington, KY)"
russead01,True,"North Olmsted HS (North Olmsted, OH)","Ohio University (Athens, OH)"
russead02,True,"Pace HS (Pace, FL)",
russeja02,True,"Colleyville Heritage HS (Colleyville, TX)","University of Texas at Austin (Austin, TX)"
russoke01,True,"Fairview HS (Boulder, CO)","Baylor University (Waco, TX)"
rutlejo01,True,"Cullman HS (Cullman, AL)","University of Alabama (Tuscaloosa, AL)"
ryalru01,True,"Perry HS (Perry, OK)","Oklahoma State University (Stillwater, OK)"
ryanbr01,True,"Notre Dame HS (Sherman Oaks, CA)","Lewis-Clark State College (Lewiston, ID)"
ryandu01,True,"Golden Valley HS (Merced, CA)","Merced College (Merced, CA)"
ryanky01,True,"Auburndale HS (Auburndale, FL)",
ryanmi03,True,"Indiana HS (Indiana, PA)",
ryuhy01,False,,
ryuja01,False,"Duk Soo (Seoul, South Korea)",
rzepcma01,True,"Servite HS (Anaheim, CA)","University of California, Riverside (Riverside, CA)"
saarlki01,True,"Valley Christian HS (Cerritos, CA)","California State University Fullerton (Fullerton, CA)"
sabatc,True,"Vallejo HS (Vallejo, CA)",
saccoma01,True,"Klein Forest HS (Houston, TX)","Baylor University (Waco, TX)"
sadlebi01,True,"Pensacola Catholic HS (Pensacola, FL)","Pensacola Junior College (Pensacola, FL)"
sadleca01,True,"Perry HS (Perry, FL)",
sadleca02,True,"Ripley HS (Stillwater, OK)","Western Oklahoma State College (Altus, OK)"
sadlera01,True,"Clifton HS (Clifton, TX)","Hill College (Hillsboro, TX)"
sadowry01,True,"Western HS (Davie, FL)","University of Florida (Gainesville, FL)"
sadzeco01,True,"Crystal Lake Central HS (Crystal Lake, IL)","Howard College (Big Spring, TX)"
saenzch01,True,"Tucson HS (Tucson, AZ)","Pima Community College (Tucson, AZ)"
saitota01,False,Tohoku HS (Japan),Tohoku Fukushi University (Japan)
saladty01,True,"Charter School of San Diego (San Diego, CA)","Oral Roberts University (Tulsa, OK)"
salasfe01,False,,
salasju01,False,"La Escuela de Mendoza (Santo Domingo, Dominican Republic)",
salasma02,False,,
salazda01,False,,
salazje01,True,"Putnam City HS (Oklahoma City, OK)","Connors State College (Warner, OK)"
salazos01,False,"Maracay (Maracay, Venezuela)",
salech01,True,"Lakeland Senior HS (Lakeland, FL)","Florida Gulf Coast University (Fort Myers, FL)"
salmobr01,True,"Gonzalez Tate HS (Pensacola, FL)","Jefferson Davis Community College (Brewton, AL)"
saloman01,True,"George Washington HS (New York, NY)",
saltaja01,True,"Royal Palm Beach HS (Royal Palm Beach, FL)",
samarje01,True,"Valparaiso HS (Valparaiso, IN)","University of Notre Dame (South Bend, IN)"
sammocl01,True,"Parkview HS (Lilburn, GA)","University of Georgia (Athens, GA)"
sampsad01,True,"Skyline HS (Sammamish, WA)","Bellevue Community College (Bellevue, WA)"
sampsch01,True,"Channelview HS (Channelview, TX)","Lon Morris College (Jacksonville, TX)"
sampske01,True,"Forest HS (Ocala, FL)",
sanabal01,True,"Castle Park HS (Chula Vista, CA)",
sanchaa01,True,"Barstow HS (Barstow, CA)",
sanchad01,False,,
sanchal03,True,,"Miami-Dade College, Wolfson Campus (Miami, FL)"
sanchan01,False,"U. E. San Pedro Alesandrino (Maracay, Venezuela)",
sanchan02,True,"Florencia Garcia HS (Las Piedras, Puerto Rico)",
sanchan03,False,,"Santo Domingo University (Santo Domingo, Dominican Republic)"
sanchbr01,True,"Nederland HS (Nederland, TX)","Lamar University (Beaumont, TX)"
sanchca01,False,"Ayacucho (Maracay, Venezuela)",
sanchdu01,False,"Cotui (Cotui, Dominican Republic)",
sanched01,False,,
sanchfe01,False,"Puerto Plata (Puerto Plata, Dominican Republic)",
sanchfr01,True,"Burbank HS (Burbank, CA)","Glendale Community College (Glendale, CA)"
sanchga01,False,"Brito Miami Private School (Miami, FL)","University of Miami (Coral Gables, FL)"
sanchga02,False,,
sanchhe01,False,,
sanchhu01,True,"South Bronx HS (Bronx, NY)","Connors State College (Warner, OK)"
sanchjo01,True,"Blanca Malaret HS (Sabana Grande, Puerto Rico)","Ohio Dominican University (Columbus, OH)"
sanchro01,False,,
sanchto01,True,"Killian HS (Miami, FL)","Boston College (Chestnut Hill, MA)"
sandbja01,True,"Capital HS (Olympia, WA)",
sandeda01,True,"Derby HS (Derby, KS)","Barton County Community College (Great Bend, KS)"
sandoda01,False,,
sandofr01,True,"Marian Catholic HS (San Diego, CA)","University of San Diego (San Diego, CA)"
sandopa01,False,"Cento Estudio (Carabobo, Venezuela)",
sandsje01,True,"Smithfield-Selma HS (Smithfield, NC)","Catawba College (Salisbury, NC)"
sanitam01,False,,
sanomi01,False,,
santaan02,False,,
santaca01,False,,
santada01,False,,
santade01,False,,
santado01,False,,
santaed01,False,,
santaer01,False,Colego Cristiano El Alfarero (Dominican Republic),
santajo02,False,Liceo Jose Nucete Sardi (Venezuela),
santape01,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
santihe01,True,"Bloomfield Tech (Bloomfield, NJ)","Okaloosa-Walton College (Niceville, FL)"
santira01,False,Liceo Sergia Maria (Dominican Republic),
santoan01,True,"Miguel Melendez HS (Cayey, Puerto Rico)",
santoch01,True,,
santofr01,False,,
santolu01,False,,
santoom01,True,,"East Central College (Union, MO)"
santose01,True,"Mater Dei HS (Santa Ana, CA)",
santovi01,False,"Passaic HS (Passaic, NJ)","St. Peter's College (Jersey City, NJ)"
sappeda01,True,"Southern Alamance HS (Graham, NC)","Coastal Carolina University (Conway, SC)"
sardibr01,True,"Kamehameha HS (Honolulu, HI)",
sardida01,True,"Kamehameha HS (Honolulu, HI)","Pepperdine University (Malibu, CA)"
sardilu01,False,,
sarfade01,True,"Gilbert HS (Gilbert, AZ)","Chandler-Gilbert Community College (Chandler, AZ)"
sasakka01,False,Tohoku HS (Japan),Tohoku Fukushi University (Japan)
satinjo01,True,"Harvard-Westlake HS (Los Angeles, CA)","University of California, Berkeley (Berkeley, CA)"
saturlu01,False,"Boca Chica (Boca Chica, Dominican Republic)",
saundjo01,True,"West Springfield HS (Springfield, VA)","Virginia Polytechnic Institute and State University (Blacksburg, VA)"
saundmi01,True,"Lambrick Park SS (Victoria, BC)","Tallahassee Community College (Tallahassee, FL)"
saupowa01,False,,
saverjo01,True,"Lamar HS (Houston, TX)","Rice University (Houston, TX)"
sborzja01,False,,
scahiro01,True,"Willowbrook HS (Villa Park, IL)","Bradley University (Peoria, IL)"
scalebo01,True,"Milton HS (Milton, GA)","University of Michigan (Ann Arbor, MI)"
schafjo02,True,"Winter Haven HS (Winter Haven, FL)",
schaflo01,True,"Los Gatos HS (Los Gatos, CA)","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
schebsc01,True,"Cedar Rapids Prairie HS (Cedar Rapids, IA)","Des Moines Area Community College (Boone, IA)"
schepta01,True,"Dana Hills HS (Dana Point, CA)","California State University Fresno (Fresno, CA)"
scherma01,True,"Parkway Central HS (Chesterfield, MO)","University of Missouri Columbia (Columbia, MO)"
schiena01,True,"San Ramon Valley HS (Danville, CA)","Chabot College (Hayward, CA)"
schimry01,True,"St. Paul's School (Covington, LA)","Louisiana State University (Baton Rouge, LA)"
schleda01,True,"Highlands Ranch HS (Highlands Ranch, CO)","University of Nevada-Las Vegas (Las Vegas, NV)"
schlibr01,True,"Maine South HS (Park Ridge, IL)","College of Charleston (Charleston, SC)"
schlitr01,True,"Round Rock HS (Round Rock, TX)",
schlogu01,True,"Lakewood Ranch HS (Bradenton, FL)","Florida Southern College (Lakeland, FL)"
schmabr01,False,,"Northern Illinois University (DeKalb, IL)"
schmiko01,False,,
schmost01,False,"Magruder HS (Rockville, MD)","University of Maryland (College Park, MD)"
schnebr01,True,"Northampton HS (Northampton, PA)",
schoojo01,False,,
schroch01,True,"Okarche HS (Okarche, OK)","Seminole State College (Seminole, OK)"
schugaj01,True,"Mountain Vista HS (Highlands Ranch, CO)","Central Arizona College (Coolidge, AZ)"
schulbo02,False,"Highland Park HS (University Park, TX)","Northwestern University (Evanston, IL)"
schulja02,True,"Maple Hill HS (Castleton-on-Hudson, NY)","High Point University (High Point, NC)"
schulmi02,True,"Grover Cleveland HS (Reseda, CA)","Loyola Marymount University (Los Angeles, CA)"
schumsk01,True,"Aliso Niguel HS (Aliso Viejo, CA)","University of California, Santa Barbara (Santa Barbara, CA)"
schuspa01,True,"J W Mitchell HS (New Port Richey, FL)",
schwaky01,True,"Middletown HS (Middletown, OH)","Indiana University-Bloomington (Bloomington, IN)"
schwich01,False,,
schwimi01,False,,
scottlu01,True,"DeLand HS (DeLand, FL)","Indian River Community College (Fort Pierce, FL)"
scottro02,False,"St. Thomas Aquinas HS (Fort Lauderdale, FL)","Florida State University (Tallahassee, FL)"
scottta01,True,,"Howard College (Big Spring, TX)"
scribev01,True,"Shepaug Valley HS (Washington, CT)","Central Connecticut State University (New Britain, CT)"
scribtr01,False,"Shepaug Valley HS (Washington, CT)","Sacred Heart University (Fairfield, CT)"
scrugxa01,True,"Poway HS (Poway, CA)","University of Nevada-Las Vegas (Las Vegas, NV)"
scutama01,False,Frederico Quiroz (Venezuela),
seabosc01,True,"South Allegheny HS (McKeesport, PA)","West Virginia University (Morgantown, WV)"
seageco01,True,"Northwest Cabarrus HS (Concord, NC)",
