id,drafted,hs,col
corcoti02,True,"Jackson HS (Slaughter, LA)","Mississippi Gulf Coast Community College (Perkinston, MS)"
cordech01,True,"Don Antonio Lugo HS (Chino, CA)","California State University Fullerton (Fullerton, CA)"
cordefr02,False,,
cordeji01,False,Liceo Analilian Miranda (Dominican Republic),
cordery01,True,"Valley Christian HS (Roseville, CA)","Liberty University (Lynchburg, VA)"
cordier01,True,"Southern Door HS (Brussels, WI)",
cordoal01,False,,
coreyma02,True,"Austin HS (Austin, PA)","Edinboro University of Pennsylvania (Edinboro, PA)"
cormila01,True,"Lafayette HS (Lafayette, LA)","University of Alabama (Tuscaloosa, AL)"
cornejo01,True,"Bishop England HS (Charleston, SC)","Wofford College (Spartanburg, SC)"
cornena01,True,"Wellington HS (Wellington, KS)",
corpama01,False,,
corpoca01,True,"Francisco Oller (Catano, Puerto Rico)","Florida Gateway College (Lake City, FL)"
correca01,True,"Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",
correke01,True,"Grossmont HS (La Mesa, CA)","California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
corteda02,False,,
cortefe01,True,"Helix Charter HS (La Mesa, CA)","Grossmont College (El Cajon, CA)"
cortene01,True,"Hialeah HS (Hialeah, FL)",
cosarja01,True,"Clear Creek HS (League City, TX)",
costami01,True,"Archbishop Carroll HS (Radnor, PA)","Coastal Carolina University (Conway, SC)"
costash01,True,"Golden West HS (Visalia, CA)","California State University Fullerton (Fullerton, CA)"
costech01,False,"Fargo South HS (Fargo, ND)","Concordia College-Moorhead (Moorhead, MN)"
cotahu01,False,"San Luis Rio de Colorado (San Luis Rio de Colorado, Mexico)",
cothaca01,True,"Mount Juliet HS (Mount Juliet, TN)","Vanderbilt University (Nashville, TN)"
cottojh01,True,"Menchville HS (Newport News, VA)","East Carolina University (Greenville, NC)"
cottsne01,True,"Lebanon HS (Lebanon, IL)","Illinois State University (Normal, IL)"
couloda01,True,"Chaparral HS (Scottsdale, AZ)","Texas Tech University (Lubbock, TX)"
cousisc01,True,"North Valley HS (Reno, NV)","University of San Francisco (San Francisco, CA)"
coutljo01,True,"Port St. Lucie HS (Port St. Lucie, FL)","Indian River Community College (Fort Pierce, FL)"
coveydy01,True,"Maranatha HS (Pasadena, CA)","University of San Diego (San Diego, CA)"
cowarka01,True,"Cook HS (Adel, GA)",
cowgico01,True,"Henry Clay HS (Lexington, KY)","University of Kentucky (Lexington, KY)"
cozarza01,True,"Collierville HS (Collierville, TN)","University of Mississippi (Oxford, MS)"
cozendy01,True,"Chaparral HS (Scottsdale, AZ)",
crabbca01,True,"Stone Mountain HS (Stone Mountain, GA)","State College of Florida, Manatee-Sarasota (Bradenton, FL)"
craigal01,True,"Chaparral HS (Temecula, CA)","University of California, Berkeley (Berkeley, CA)"
crainje01,True,"Fairview HS (Boulder, CO)","San Jacinto College, North Campus (Houston, TX)"
cramebo01,False,,
cravyty01,True,"Hogan HS (Vallejo, CA)","Napa Valley College (Napa, CA)"
crawfbr01,True,"Foothill HS (Pleasanton, CA)","University of California, Los Angeles (Los Angeles, CA)"
crawfca02,True,"Jefferson Davis HS (Houston, TX)",
crawfev01,False,,
crawfjp01,True,"Lakewood HS (Lakewood, CA)",
crawfpa02,True,"Carlsbad HS (Carlsbad, NM)",
credejo01,True,"Fatima HS (Westphalia, MO)",
crespce01,True,"Notre Dame HS (Caguas, Puerto Rico)",
cressja01,False,"Mandeville HS (Mandeville, LA)","Tulane University (New Orleans, LA)"
crichst01,True,"Cinco Ranch HS (Katy, TX)","Texas Christian University (Fort Worth, TX)"
crickky01,True,"Sherman HS (Sherman, TX)",
crispco01,True,"Pierce HS (Los Angeles, CA)","Los Angeles Pierce College (Woodland Hills, CA)"
crockky01,True,"Poquoson HS (Poquoson, VA)","University of Virginia (Charlottesville, VA)"
cromed,True,"Lexington HS (Lexington, SC)","University of South Carolina (Columbia, SC)"
croncj01,True,"Mountain Pointe HS (Phoenix, AZ)","University of Utah (Salt Lake City, UT)"
crosbbo01,True,"La Quinta HS (Westminster, CA)","California State University Long Beach (Long Beach, CA)"
crosbbu01,True,"Bellaire HS (Bellaire, TX)","Rice University (Houston, TX)"
crosbca01,True,"Kaneland HS (Maple Park, IL)",
crottmi01,True,"Martin County HS (Stuart, FL)","Florida Atlantic University (Boca Raton, FL)"
crowaa01,True,"Washburn Rural HS (Topeka, KS)","University of Missouri Columbia (Columbia, MO)"
crowetr01,True,"Westview HS (Portland, OR)","University of Arizona (Tucson, AZ)"
crozier01,True,"Independence HS (Columbus, OH)","Norfolk State University (Norfolk, VA)"
crucefr01,False,,
crudami01,True,"Monte Vista HS (Danville, CA)","Santa Clara University (Santa Clara, CA)"
cruzen01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
cruzju02,False,"Jallaco Bonaco (Bonao, Dominican Republic)",
cruzlu01,False,,
cruzne02,False,"Monte Cristi (Monte Cristi, Dominican Republic)",
cruzrh01,False,Colegio Divina (Dominican Republic),
cruzto03,True,"Santaluces Community HS (Lantana, FL)","Palm Beach Community College (Lake Worth, FL)"
cubilda01,False,"Bobure (Bobure, Venezuela)",
cuddymi01,True,"Great Bridge HS (Chesapeake, VA)",
cuetojo01,False,,
cuevano01,True,"Montverde Academy (Kissimmee, FL)","Universidad Interamericana (San Juan, Puerto Rico)"
cuevawi01,False,,
culbech01,True,"Calhoun HS (Calhoun, GA)",
cumptbr01,True,"Greenbrier HS (Evans, GA)",
cunniaa01,True,"South Kitsap HS (Port Orchard, WA)","Everett Community College (Everett, WA)"
cunnibr02,True,"Norco HS (Norco, CA)","California State University San Bernardino (San Bernardino, CA)"
cunnito01,True,"Jacksonville HS (Jacksonville, AL)","Jacksonville State University (Jacksonville, AL)"
curtico01,False,,
curtije01,True,"A. B. Miller HS (Fontana, CA)","University of California, Los Angeles (Los Angeles, CA)"
curtijo02,True,"Carroll HS (Southlake, TX)","University of Texas at Austin (Austin, TX)"
curtiza01,True,"Hendersonville HS (Hendersonville, TN)","Middle Tennessee State University (Murfreesboro, TN)"
custja01,True,"Immaculata HS (Somerville, NJ)",
cuthbch01,False,,
cyrer01,True,"Polyvalente Edouard Montpetit (Montreal, QC)","Seminole State College (Seminole, OK)"
dahlda01,True,"Oak Mountain HS (Birmingham, AL)",
daiglca01,True,"Sulphur HS (Sulphur, LA)",
daleyma01,False,"Garden City HS (Garden City, NY)","Bucknell University (Lewisburg, PA)"
dallibr01,True,"Clark HS (Las Vegas, NV)","Stanford University (Palo Alto, CA)"
d'amije02,True,"Redmond HS (Redmond, WA)",
danisty01,True,"Durant HS (Plant City, FL)",
danksjo01,True,"Round Rock HS (Round Rock, TX)",
danksjo02,True,"Round Rock HS (Round Rock, TX)","University of Texas at Austin (Austin, TX)"
dantoja01,True,"Trumbull HS (Trumbull, CT)","Wake Forest University (Winston-Salem, NC)"
darnach01,True,"Los Alamitos HS (Los Alamitos, CA)","Pepperdine University (Malibu, CA)"
darnatr01,True,"Lakewood HS (Lakewood, CA)",
darneja01,False,,
darnelo01,True,"Goodpasture Christian School (Madison, TN)","University of Kentucky (Lexington, KY)"
darviyu01,False,"Tohoku (Sendai, Japan)",
davidda01,True,"Denis Morris HS (St. Catharines, ON)",
davidda02,True,"A. Crawford Mosley HS (Lynn Haven, FL)","Gulf Coast Community College (Panama City, FL)"
davidma02,True,"Yucaipa HS (Yucaipa, CA)",
davieky01,True,"Stockbridge HS (Stockbridge, GA)",
davieza02,True,"Mesquite HS (Gilbert, AZ)",
davisau01,True,"Desert Mountain HS (Scottsdale, AZ)","California State University Bakersfield (Bakersfield, CA)"
davisbl01,True,"Fountain Valley HS (Fountain Valley, CA)","California State University Fullerton (Fullerton, CA)"
davisbr03,False,,
davisch02,True,"Longview HS (Longview, TX)","Navarro College (Corsicana, TX)"
daviser02,True,"Mountain View HS (Mountain View, CA)","Stanford University (Palo Alto, CA)"
davisik02,True,"Chaparral HS (Scottsdale, AZ)","Arizona State University (Tempe, AZ)"
davisja02,True,"Cleveland HS (Cleveland, TN)","Cleveland State Community College (Cleveland, TN)"
davisjd01,True,"Elk Grove HS (Elk Grove, CA)","California State University Fullerton (Fullerton, CA)"
davisjj01,True,"Baldwin Park HS (Baldwin Park, CA)",
davisjo05,True,"Fairview HS (Camden, AR)","University of Central Arkansas (Conway, AR)"
daviska01,True,"Spencer HS (Spencer, WV)",
daviskh01,True,"Deer Valley HS (Glendale, AZ)","California State University Fullerton (Fullerton, CA)"
davisla01,True,"Lake Gibson HS (Lakeland, FL)",
davisra01,True,"New London HS (New London, CT)","University of Connecticut at Avery Point (Groton, CT)"
davisro03,True,"Dixon HS (Holly Ridge, NC)",
davista01,True,"Jupiter HS (Jupiter, FL)","Morehead State University (Morehead, KY)"
daviswa01,True,"Lake Wales HS (Lake Wales, FL)",
dawlejo01,True,"Canyon Springs HS (Moreno Valley, CA)","Riverside Community College (Riverside, CA)"
dayde01,True,"Madison Central HS (Madison, MS)","Jackson State University (Jackson, MS)"
daytogr01,True,"Bob Jones HS (Madison, AL)","Auburn University (Auburn, AL)"
dayza01,True,"LaSalle HS (Cincinnati, OH)","University of Cincinnati (Cincinnati, OH)"
deagoro01,False,,
deanau01,True,"Klein Collins HS (Spring, TX)",
deanpa02,True,"Naugatuck HS (Naugatuck, CT)","Boston College (Chestnut Hill, MA)"
deazaal01,False,"Hicayagua (Hicayagua, Dominican Republic)",
decasyu01,False,,
deckeco01,True,"Santa Monica HS (Santa Monica, CA)","University of California, Los Angeles (Los Angeles, CA)"
deckeja01,True,"Sunrise Mountain HS (Peoria, AZ)",
dedunsa01,False,"Liceo Gaston Fernando Deligne (San Pedro de Macoris, Dominican Republic)",
deetzde01,True,,"Northeast Oklahoma A&M College (Miami, OK)"
defraju01,True,"Rio Mesa HS (Oxnard, CA)","Ventura College (Ventura, CA)"
degroja01,True,"Calvary Christian Academy (Ormond Beach, FL)","Stetson University (DeLand, FL)"
dehaako01,True,"Christian HS (Pella, IA)","Morningside College (Sioux City, IA)"
dejesda01,True,"Manalapan HS (Englishtown, NJ)","Rutgers, the State University of New Jersey (New Brunswick, NJ)"
dejesiv02,True,"American Military Academy (Guaynabo, Puerto Rico)",
dejonch01,True,"Woodrow Wilson HS (Long Beach, CA)",
dejonjo01,True,"El Dorado HS (Placentia, CA)","University of Tennessee (Knoxville, TN)"
dejonpa01,True,"Antioch HS (Antioch, IL)","Illinois State University (Normal, IL)"
delabst01,True,"Central Hardin HS (Cecilia, KY)","Volunteer State Community College (Gallatin, TN)"
delaceu01,False,,
delacjo01,False,,
delanro01,False,,
delarda01,True,"Elsinore HS (Wildomar, CA)","Riverside Community College (Riverside, CA)"
delareu01,False,,
rosajo01,False,"San Nicolas (Guadalajara, Mexico)",
delarru01,False,"El Bonito (Santo Domingo, Dominican Republic)",
delarto01,False,"La Victoria (La Victoria, Dominican Republic)",
delatjo01,False,"Dr. Pedro Albizu Campos (Toa Alta, Puerto Rico)","Texarkana College (Texarkana, TX)"
delcama01,True,"West Roxbury HS (West Roxbury, MA)",
deleojo02,False,,
deleojo03,True,"Colegio San Antonio HS (San Juan, Puerto Rico)","Southern University and A&M College (Baton Rouge, LA)"
delgaje01,False,"U. E. Torres Bina (Maracay, Venezuela)",
delgara01,False,,
delmoni01,True,"Farragut HS (Knoxville, TN)",
delosab01,False,,
delosen01,False,,
delosfa01,False,,
deloslu02,False,"San Pedro de Macoris (San Pedro de Macoris, Dominican Republic)",
delroen01,False,,
demarch01,True,"North Torrance HS (Torrance, CA)","El Camino College (Torrance, CA)"
demelsa01,False,,
dendema01,True,"Westminster Academy (Fort Lauderdale, FL)",
denketr01,True,"Brea Olinda HS (Brea, CA)",
denneky01,True,"Prague HS (Prague, OK)","Seminole State College (Seminole, OK)"
denniry01,True,"North Olmsted HS (North Olmsted, OH)","Tennessee Technological University (Cookeville, TN)"
denorch01,True,"Choate Prep HS (Wallingford, CT)","Wheaton College (Norton, MA)"
depasjo01,True,"Riverview HS (Riverview, FL)",
depaujo01,False,,
depaujo02,False,,
depauju01,False,,
dermoma01,True,"Norwalk HS (Norwalk, IA)","University of Iowa (Iowa City, IA)"
desalma01,False,"Union HS (New Castle, PA)","Marietta College (Marietta, OH)"
descada01,True,"St. Francis HS (Mountain View, CA)","University of California, Davis (Davis, CA)"
desclan01,True,"Colts Neck HS (Colts Neck, NJ)","University of Florida (Gainesville, FL)"
deshide02,True,"Woodward Academy (College Park, GA)",
desmoia01,True,"Sarasota HS (Sarasota, FL)",
despaod01,False,,
detwiro01,True,"Wentzville Holt HS (Wentzville, MO)","Missouri State University (Springfield, MO)"
devench02,True,"Gahr HS (Cerritos, CA)","California State University Fullerton (Fullerton, CA)"
deverra01,False,,
devinjo01,True,"Junction City HS (Junction City, KS)","North Carolina State University (Raleigh, NC)"
devordo01,True,"Dublin HS (Dublin, OH)","Indiana University-Bloomington (Bloomington, IN)"
devrico01,False,,
dewitbl01,True,"Sikeston HS (Sikeston, MO)",
dewitma01,True,"Valley HS (Las Vegas, NV)",
diamosc01,False,"Centennial Collegiate Vocational Institute (Guelph, ON)","State University of New York at Binghamton (Binghamton, NY)"
diamoth01,False,,
diazal02,False,,
diazar01,False,,
diazda01,False,,
diazed04,True,"Caguas Military Academy (Caguas, Puerto Rico)",
diazel01,False,,
diazfe01,False,"David Ortiz (Las Matas de Farfan, Dominican Republic)",
diazja01,False,,
diazjo01,False,"Ana Josefa Puello (San Pedro de Macoris, Dominican Republic)",
diazjo02,True,"Coral Gables HS (Coral Gables, FL)","North Carolina State University (Raleigh, NC)"
diazju01,False,"Santo Domingo (Santo Domingo, Dominican Republic)",
diazju02,False,,
diazju03,False,,
diazma02,True,"Santa Fe Catholic HS (Lakeland, FL)","Florida State University (Tallahassee, FL)"
diazmi02,False,,
diazro01,False,,
diazvi01,True,"Clemente HS (Chicago, IL)","Grayson County College (Denison, TX)"
diazya01,False,,
dickeal01,True,"Poway HS (Poway, CA)","Indiana University-Bloomington (Bloomington, IN)"
dickech01,True,"Notre Dame HS (Sherman Oaks, CA)","University of Nevada-Reno (Reno, NV)"
dickeco01,True,"Brookhaven Academy (Brookhaven, MS)","Meridian Community College (Meridian, MS)"
dicker,True,"Montgomery Bell Academy (Nashville, TN)","University of Tennessee (Knoxville, TN)"
dicksbr01,False,"Marbury HS (Deatsville, AL)","Tusculum College (Greenville, TN)"
dicksok01,True,"Washington HS (San Francisco, CA)","Sonoma State University (Rohnert Park, CA)"
diekmja01,True,"Wymore Southern HS (Wymore, NE)","Cloud County Community College (Concordia, KS)"
dietrde01,True,"St. Ignatius HS (Cleveland, OH)",
difelma01,True,"Haverford Township HS (Havertown, PA)","Western Carolina University (Cullowhee, NC)"
difowi01,False,,
diggibe01,True,"Bradshaw Mountain HS (Prescott Valley, AZ)","University of Arizona (Tucson, AZ)"
dillati01,True,"Saltillo HS (Saltillo, MS)","Itawamba Community College (Fulton, MS)"
dillojo02,True,"Indianola HS (Indianola, IA)","Santa Rosa Junior College (Santa Rosa, CA)"
dinarle01,True,"High Springs HS (High Springs, FL)","Stetson University (DeLand, FL)"
dingmcr01,True,"Wichita North HS (Wichita, KS)","Hutchinson Community College (Hutchinson, KS)"
dinkebr01,False,,
dirksan01,True,"Haven HS (Haven, KS)","Wichita State University (Wichita, KS)"
dixonbr01,True,,"University of Arizona (Tucson, AZ)"
dlugabr01,True,"Houston HS (Germantown, TN)","University of Memphis (Memphis, TN)"
dobbsgr01,True,"Canyon Springs HS (Moreno Valley, CA)","California State University Long Beach (Long Beach, CA)"
dohmasc01,True,"St. Thomas More HS (Lafayette, LA)","University of Louisiana at Lafayette (Lafayette, LA)"
dolisra01,False,,
dolsifr01,False,,
dominan01,True,"Bishop Alemany HS (Mission Hills, CA)","University of Nevada-Reno (Reno, NV)"
dominch01,True,"Gulliver Preparatory School (Pinecrest, FL)",
dominjo01,False,,
dominju01,False,"Valverde (Valverde, Dominican Republic)",
dominma01,True,"Chatsworth HS (Chatsworth, CA)",
dominse01,False,,
donalja01,False,,
donaljo02,True,"Faith Academy (Mobile, AL)","Auburn University (Auburn, AL)"
donnebr01,True,"Sandia HS (Albuquerque, NM)","New Mexico Junior College (Hobbs, NM)"
doolise01,True,"Shawnee HS (Medford, NJ)","University of Virginia (Charlottesville, VA)"
dornda01,True,"Diamond Bar HS (Diamond Bar, CA)","California State University Fullerton (Fullerton, CA)"
dortame01,False,"Colegio Teresiano (Caracas, Venezuela)",
doubrfe01,False,,
douglse01,True,"Antelope Valley HS (Lancaster, CA)",
doumiry01,True,"Moses Lake HS (Moses Lake, WA)",
dovede01,True,"Irwin County HS (Ocilla, GA)","Georgia Southern University (Statesboro, GA)"
downsda02,True,"Santaluces Community HS (Lantana, FL)",
downsma01,True,"Bibb County HS (Centreville, AL)","University of Alabama (Tuscaloosa, AL)"
downssc01,True,"Pleasure Ridge Park HS (Louisville, KY)","University of Kentucky (Lexington, KY)"
doyneco01,True,"Land O'Lakes HS (Land O'Lakes, FL)",
doziebr01,True,"Itawamba Agricultural HS (Fulton, MS)","University of Southern Mississippi (Hattiesburg, MS)"
doziehu01,True,"Denton HS (Denton, TX)","Stephen F Austin State University (Nacogdoches, TX)"
drabeky01,True,"The Woodlands HS (The Woodlands, TX)",
drakeol01,True,"Northfield Mount Hermon School (Mount Hermon, MA)","United States Naval Academy (Annapolis, MD)"
dresery01,True,"Bishop O'Dowd HS (Oakland, CA)","University of California, Berkeley (Berkeley, CA)"
drewst01,True,"Lowndes County HS (Valdosta, GA)","Florida State University (Tallahassee, FL)"
drewti01,True,"Lowndes County HS (Valdosta, GA)",
drisktr01,True,"L. C. Anderson HS (Austin, TX)","Blinn College (Brenham, TX)"
drurybr01,True,"Grants Pass HS (Grants Pass, OR)",
duboija01,True,"Frank W. Cox HS (Virginia Beach, VA)","Virginia Commonwealth University (Richmond, VA)"
duboser01,True,"Patrician Academy (Butler, AL)","Mississippi State University (Mississippi State, MS)"
duchsju01,True,"Coronado HS (Lubbock, TX)",
duckwbr01,True,"Kearns HS (Kearns, UT)","College of Southern Idaho (Twin Falls, ID)"
dudalu01,True,"Arlington HS (Riverside, CA)","University of Southern California (Los Angeles, CA)"
duensbr01,True,"Millard South HS (Omaha, NE)","University of Nebraska at Lincoln (Lincoln, NE)"
duffety01,True,"Bellaire HS (Bellaire, TX)","Rice University (Houston, TX)"
duffma01,False,"Lee Academy HS (Clarksdale, MS)","Mississippi Delta Community College (Moorhead, MS)"
duffych01,True,"Mountain Ridge HS (Glendale, AZ)","South Mountain Community College (Phoenix, AZ)"
duffyda01,True,"Cabrillo HS (Lompoc, CA)",
duffyma01,True,"Lakewood HS (Lakewood, CA)","California State University Long Beach (Long Beach, CA)"
duffyma02,True,"St. Sebastian's School (Needham, MA)","University of Tennessee (Knoxville, TN)"
duggast01,True,"James F. Byrnes HS (Duncan, SC)","Clemson University (Clemson, SC)"
dukesel01,True,"Hillsborough HS (Tampa, FL)",
dukeza01,True,"Midway HS (Hewitt, TX)",
dullry01,True,"East Forsyth HS (Kernersville, NC)","University of North Carolina at Asheville (Asheville, NC)"
dumatph01,True,"Ridgeview HS (Bakersfield, CA)","Bakersfield College (Bakersfield, CA)"
duncach01,True,"Canyon del Oro HS (Oro Valley, AZ)",
duncaco01,True,"Daphne HS (Daphne, AL)","Grambling State University (Grambling, LA)"
duncaje01,True,"Lemont HS (Frankfort, IL)","Iowa State University (Ames, IA)"
duncash01,True,"Canyon del Oro HS (Oro Valley, AZ)","University of Arizona (Tucson, AZ)"
dunnad01,True,"New Caney HS (New Caney, TX)",
dunnija01,True,"Clay HS (Green Cove Springs, FL)","Indiana University-Bloomington (Bloomington, IN)"
dunnmi01,True,"Cimarron-Memorial HS (Las Vegas, NV)","College of Southern Nevada (Henderson, NV)"
dunnsc01,True,"Winston Churchill HS (San Antonio, TX)","University of Texas at Austin (Austin, TX)"
durange01,True,"Paschal HS (Fort Worth, TX)","Weatherford College (Weatherford, TX)"
duranlu01,False,,
durbijd01,True,"Scottsdale HS (Scottsdale, AZ)",
durocja01,True,"Horizon HS (Scottsdale, AZ)",
duvalad01,True,"Butler Traditional HS (Shively, KY)","University of Louisville (Louisville, KY)"
dwyerch01,True,"St. Mary's HS (Lynn, MA)","Clemson University (Clemson, SC)"
dykstal01,True,"Rancho Bernardo HS (San Diego, CA)","Wake Forest University (Winston-Salem, NC)"
dysonja01,True,"McComb HS (McComb, MS)","Southwest Mississippi Community College (Summit, MS)"
dysonsa01,True,"Jesuit HS (Tampa, FL)","University of South Carolina (Columbia, SC)"
easleed01,True,"Olive Branch HS (Olive Branch, MS)","Mississippi State University (Mississippi State, MS)"
eatonad01,True,"Snohomish HS (Snohomish, WA)",
eatonad02,True,"Kenton Ridge HS (Springfield, OH)","Miami University of Ohio (Oxford, OH)"
eckener01,True,"Antioch HS (Lindenhurst, IL)","Illinois State University (Normal, IL)"
eckstda01,True,"Seminole HS (Sanford, FL)","University of Florida (Gainesville, FL)"
edginjo01,True,"Mercersburg Academy (Mercersburg, PA)","Francis Marion University (Florence, SC)"
edlefst01,False,,
edwarca01,True,"Mid-Carolina HS (Prosperity, SC)",
edwarjo02,True,"Keller HS (Keller, TX)",
edwarmi02,True,"Mechanicsburg Area HS (Mechanicsburg, PA)",
eflinza01,True,"Paul J. Hagerty HS (Oviedo, FL)",
egberja01,True,"Rutherford HS (Rutherford, NJ)","Rutgers, the State University of New Jersey (New Brunswick, NJ)"
egeco01,True,"Washington HS (Cherokee, IA)","University of Louisville (Louisville, KY)"
eibnebr01,True,"The Woodlands HS (The Woodlands, TX)","University of Arkansas (Fayetteville, AR)"
eickhje01,True,"Mater Dei HS (Evansville, IN)","Olney Central College (Olney, IL)"
einerda01,True,"Urbandale HS (Urbandale, IA)","Indian Hills Community College (Centerville, IA)"
ekstrmi01,True,"Sam Barlow HS (Gresham, OR)","Oregon State University (Corvallis, OR)"
elbersc01,True,"Seneca HS (Seneca, MO)",
elderda01,True,"Booker T. Washington HS (Pensacola, FL)","Georgia Institute of Technology (Atlanta, GA)"
eldrebr01,True,"Coconut Creek HS (Coconut Creek, FL)","Florida International University (Miami, FL)"
eliasro01,False,,
ellinbr02,True,"Oak Hall Prep HS (Gainesville, FL)","University of West Florida (Pensacola, FL)"
ellisaj01,True,"Dunbar HS (Lexington, KY)","Austin Peay State University (Clarksville, TN)"
ellisja01,True,"South Kitsap HS (Port Orchard, WA)","Bellevue Community College (Bellevue, WA)"
ellisma01,True,"Stevens HS (Rapid City, SD)","University of Florida (Gainesville, FL)"
ellsbja01,True,"Madras HS (Madras, OR)","Oregon State University (Corvallis, OR)"
elmorja01,True,"Pleasant Grove HS (Pleasant Grove, AL)","Arizona State University (Tempe, AZ)"
elyjo01,True,"Homewood-Flossmoor HS (Flossmoor, IL)","Miami University of Ohio (Oxford, OH)"
emausbr01,False,,
encared01,True,"Manuela Toro HS (Caguas, Puerto Rico)",
encarma01,False,"Bani (Bani, Dominican Republic)",
endertr01,False,"James E. Taylor HS (Katy, TX)","Houston Baptist University (Houston, TX)"
engelad01,True,"Loveland HS (Loveland, OH)","University of Louisville (Louisville, KY)"
englije01,False,,
ennisjo01,True,"Monroe HS (Monroe, CA)",
ennsdi01,True,"Lincoln-Way East HS (Frankfort, IL)","Central Michigan University (Mount Pleasant, MI)"
enrigba01,True,"St. Mary's HS (Stockton, CA)","Pepperdine University (Malibu, CA)"
ensbemo01,True,"Union HS (Redondo Beach, CA)","University of Southern California (Los Angeles, CA)"
eovalna01,True,"Alvin HS (Alvin, TX)",
eppleco01,True,"Northern HS (Dillsburg, PA)","Virginia Commonwealth University (Richmond, VA)"
erickma01,True,"West HS (Appleton, WI)","University of Arkansas (Fayetteville, AR)"
erlinro01,True,"Scotts Valley HS (Scotts Valley, CA)",
ervinph01,True,"Leroy HS (Leroy, AL)","Samford University (Birmingham, AL)"
escaled01,False,,
escalfe01,False,"Puerto Cabello (Puerto Cabello, Venezuela)",
escalse01,False,,
eschja01,True,"Cretin HS (St. Paul, MN)","Georgia Institute of Technology (Atlanta, GA)"
escobal01,False,"El Santuario (Valencia, Venezuela)",
escobal02,False,,
escobed01,False,,
escobed02,False,,
escobyu01,True,"Matires de Barbados (La Habana, Cuba)",
espinda01,True,"Mater Dei HS (Santa Ana, CA)","California State University Long Beach (Long Beach, CA)"
espinge01,True,"James E. Taylor HS (Katy, TX)","University of Texas at Austin (Austin, TX)"
espinpa01,False,"The Pendleton School (Bradenton, FL)",Cleveland Indians
esposbr01,True,"Staten Island Technical HS (Staten Island, NY)","University of Connecticut (Storrs, CT)"
esposmi01,True,"Cimarron-Memorial HS (Las Vegas, NV)","Arizona State University (Tempe, AZ)"
estevca01,False,,
estrajo01,True,"Roosevelt HS (Fresno, CA)","College of the Sequoias (Visalia, CA)"
estrama01,True,"Sylmar HS (Sylmar, CA)","Glendale Community College (Glendale, CA)"
estrele01,False,"Liceo Padre las Casas (Puerto Plata, Dominican Republic)",
etherse01,True,"Dana Hills HS (Dana Point, CA)","University of Southern California (Los Angeles, CA)"
ethiean01,True,"St. Marys HS (Phoenix, AZ)","Arizona State University (Tempe, AZ)"
evansni01,True,"St. Marys HS (Phoenix, AZ)",
evansph01,True,"La Costa Canyon HS (Carlsbad, CA)",
evanste01,True,"Trinity Christian School (Dublin, GA)","Middle Georgia College (Cochran, GA)"
evelada01,True,"Palmdale HS (Palmdale, CA)","College of the Canyons (Santa Clarita, CA)"
everead01,True,"Harrison HS (Kennesaw, GA)","North Carolina State University (Raleigh, NC)"
everito01,True,"Sonoma Valley HS (Sonoma, CA)","Sonoma State University (Rohnert Park, CA)"
exposlu01,False,,
eyrewi01,True,"Cyprus HS (Magna, UT)","Snow College (Ephraim, UT)"
faheybr01,True,"Duncanville HS (Duncanville, TX)","Grayson County College (Denison, TX)"
faluir01,True,"Angel P. Millian Rohena HS (Carolina, Puerto Rico)","Indian Hills Community College (Centerville, IA)"
familje01,False,Liceo Analilian Miranda (Dominican Republic),
fariaja01,True,"Gahr HS (Cerritos, CA)",
farmebu01,True,"Rockdale County HS (Conyers, GA)","Georgia Institute of Technology (Atlanta, GA)"
farmeky01,True,"Marist School (Atlanta, GA)","University of Georgia (Athens, GA)"
farnsje01,True,"Pensacola Catholic HS (Pensacola, FL)","Northwest Florida State College (Niceville, FL)"
farquda01,True,"Archbishop McCarthy HS (Southwest Ranches, FL)","University of Louisiana at Lafayette (Lafayette, LA)"
farrelu01,True,,"Northwestern University (Evanston, IL)"
farrier01,True,"Hamilton HS (Chandler, AZ)","Loyola Marymount University (Los Angeles, CA)"
faulkan01,True,"South Aiken HS (Aiken, SC)",
feathta01,True,"James E. Taylor HS (Katy, TX)","Texas Christian University (Fort Worth, TX)"
feddeer01,True,"Las Vegas HS (Las Vegas, NV)","University of Nevada-Las Vegas (Las Vegas, NV)"
federti01,True,"Apex HS (Apex, NC)","University of North Carolina at Chapel Hill (Chapel Hill, NC)"
feierry01,True,"Midview HS (Grafton, OH)",
feldmsc01,True,"Burlingame HS (Burlingame, CA)","College of San Mateo (San Mateo, CA)"
felicje01,True,"Academia Discipulos de Cristo (Bayamon, Puerto Rico)","Miami-Dade College, Kendall Campus (Miami, FL)"
felicpe01,True,"Dorado (Dorado, Puerto Rico)",
felizmi01,False,,
felizne01,False,"Sofia Benitez (Azua, Dominican Republic)",
felizpe01,False,"Los Toros (Azua, Dominican Republic)",
ferguca01,True,"West Jefferson HS (West Jefferson, OH)",
fernaja01,False,"Kearns HS (Kearns, UT)","College of Eastern Utah (Price, UT)"
fernajo02,True,"Braulio Alonso HS (Tampa, FL)",
fernajo03,False,,
fernajo04,False,,
ferraan01,True,"Redwood HS (Greenbrae, CA)","Lewis-Clark State College (Lewiston, ID)"
