Santa Clara,SCU,,7,Seattle U,SEA,,6,,9,2013-02-15
Mount St. Mary's,MSM,,10,Iona,IONA,,7,,9,2013-02-15
N.C. A&T,NCAT,,6,,,,3,,9,2013-02-15
Southern U.,SOU,,10,,,,3,"@Baton Rouge, LA        ",9,2013-02-15
Monmouth,MON,,7,Villanova,VU,,6,"@Cary, N.C.        ",9,2013-02-15
Delaware,DEL,,1,Toledo,TOL,,3,"@Cary, NC        ",9,2013-02-15
Delaware,DEL,,8,,,,4,"@Cary, NC        ",9,2013-02-15
Wright St.,WRST,,9,La Salle,LS,,5,"@Cary, NC        ",9,2013-02-15
Wright St.,WRST,,8,,,,3,"@Cary, NC        ",9,2013-02-15
High Point,HPU,,1,Kansas St.,KSU,,5,"@Charleston, S.C.        ",9,2013-02-15
Louisville,UL,,0,Indiana,IU,,2,"@Dunedin, Fla.        ",9,2013-02-15
UConn,CONN,,8,Purdue,PUR,,11,"@Dunedin, Fla.        ",9,2013-02-15
VCU,VCU,,4,Boston College,BC,,1,"@Elon, N.C.        ",9,2013-02-15
Coastal Caro.,CCU,,4,James Madison,JMU,,3,"@Florence, S.C.        ",9,2013-02-15
Miami (OH),MU,,1,Northwestern,NW,,8,"@Greenville, S.C.        ",9,2013-02-15
Indiana St.,INST,,0,Purdue Fort Wayne,PUFW,,2,"@Huntsville, Ala.        ",9,2013-02-15
Texas Southern,TSU,,4,Eastern Ill.,EIU,,3,"@Jackson, MS        ",9,2013-02-15
BYU,BYU,,4,Northern Colo.,UNCO,,6,"@Lubbock, TX        ",9,2013-02-15
Kansas,KU,,11,Nevada,NEV,,4,"@Mesa, Arizona        ",9,2013-02-15
Wake Forest,WF,,3,Alcorn,ALCN,,0,"@Monroe, La.        ",9,2013-02-15
UC Riverside,UCR,,3,Gonzaga,GU,,6,"@Palm Springs, Calif.        ",9,2013-02-15
Gonzaga,GU,,2,Utah Valley,UVU,,6,"@Palm Springs, Calif.        ",9,2013-02-15
Oregon St.,ORST,,5,Utah Valley,UVU,,2,"@Palm Springs, Calif.        ",9,2013-02-15
Sam Houston St.,SHSU,,0,Tulane,TUL,,2,"@San Marcos, Texas        ",9,2013-02-15
St. John's (NY),SJ,,0,FGCU,FGCU,,6,"@Sarasota, FL        ",9,2013-02-15
Ohio St.,OSU,,5,Mercer,MER,,6,"@Sarasota, Fla.        ",10,2013-02-15
UNC Asheville,UNCA,,2,Kentucky,UK,,9,"@Spartanburg, S.C.        ",9,2013-02-15
Toledo,TOL,,7,La Salle,LS,,8,"@USA Baseball,         ",9,2013-02-15
Kent St.,KENT,,9,Virginia Tech,VTU,,10,"@Wilmington, N.C.        ",9,2013-02-15
Georgia Tech,GT,,3,,,,0,,9,2013-02-15
NC State,NCST,,3,Appalachian St.,APST,,6,,9,2013-02-15
Middle Tenn.,MTU,,1,Ball St.,BSU,,0,,9,2013-02-15
UC Irvine,UCI,,6,Baylor,BAY,,4,,9,2013-02-15
Arizona St.,ASU,,5,Bethune-Cookman,BCU,,4,,11,2013-02-15
Western Ky.,WKU,,8,Bowling Green,BG,,9,,10,2013-02-15
Arkansas St.,ARST,,10,Bradley,BRAD,,5,,9,2013-02-15
Richmond,RICH,,10,Bucknell,BUCK,,4,,9,2013-02-15
Georgia St.,GAST,,12,Butler,BUT,,7,,9,2013-02-15
San Francisco,SF,,3,Cal Poly,CP,,5,,9,2013-02-15
Vanderbilt,VAN,,10,Long Beach St.,LBST,,4,,9,2013-02-15
Texas,UT,,6,Sacramento St.,SAC,,5,,9,2013-02-15
Fresno St.,FRES,,8,UC Santa Barbara,UCSB,,1,,9,2013-02-15
Louisiana,ULL,,12,Central Mich.,CMU,,6,,9,2013-02-15
Alabama St.,ALST,,14,Chicago St.,CSU,,0,,9,2013-02-15
Arizona,ARIZ,,16,Coppin St.,COPP,,0,,9,2013-02-15
DBU,DBU,,9,Creighton,CREI,,11,,9,2013-02-15
Gardner-Webb,GW,,8,Dayton,DAY,,3,,9,2013-02-15
Charlotte,CHAR,,13,Delaware St.,DEST,,7,,9,2013-02-15
Florida,UF,,3,Duke,DUKE,,4,,9,2013-02-15
Charleston So.,CHSO,,17,Eastern Ky.,EKU,,4,,9,2013-02-15
Little Rock,LR,,1,Evansville,EVAN,,2,,9,2013-02-15
Troy,TROY,,8,Florida A&M,FAMU,,2,,9,2013-02-15
The Citadel,CIT,,9,George Mason,GMU,,1,,9,2013-02-15
Davidson,DAV,,7,George Washington,GWU,,5,,9,2013-02-15
Wofford,WOF,,6,Georgetown,GTWN,,5,,10,2013-02-15
Ga. Southern,GASO,,5,Georgia,UGA,,6,,9,2013-02-15
Northwestern St.,NWST,,11,Grambling,GSU,,5,,9,2013-02-15
Oklahoma,OU,,10,Hofstra,HOF,,4,,9,2013-02-15
Memphis,MEM,,2,Illinois St.,ILST,,5,,9,2013-02-15
Tennessee Tech,TNTC,,2,Illinois,ILL,,13,,9,2013-02-15
Texas A&M,TAMU,,0,UIC,UIC,,2,,9,2013-02-15
Austin Peay,PEAY,,4,Iowa,IOWA,,2,,9,2013-02-15
Kennesaw St.,KENN,,11,Jacksonville St.,JVST,,6,,9,2013-02-15
UNCW,UNCW,,7,Kent St.,KENT,,6,,10,2013-02-15
South Carolina,SC,,4,Liberty,LIB,,3,,9,2013-02-15
UT Arlington,UTA,,7,Louisiana Tech,LTU,,6,,9,2013-02-15
Auburn,AUB,,3,Maine,UME,,2,,9,2013-02-15
Elon,ELON,,11,Marist,MAR,,3,,9,2013-02-15
Old Dominion,ODU,,0,Marshall,MRSH,,3,,9,2013-02-15
LSU,LSU,,1,Maryland,UMD,,0,,9,2013-02-15
Winthrop,WIN,,2,UMES,UMES,,1,,10,2013-02-15
Furman,FURM,,4,Michigan St.,MSU,,3,,9,2013-02-15
California,CAL,,5,Michigan,UM,,4,,11,2013-02-15
UCLA,UCLA,,2,Minnesota,MIN,,6,,10,2013-02-15
Southern Miss.,USM,,5,Missouri,MIZ,,2,,9,2013-02-15
Alabama A&M,AAMU,,0,Morehead St.,MRST,,11,,9,2013-02-15
Central Ark.,UCA,,10,Murray St.,MUR,,1,,9,2013-02-15
CSU Bakersfield,CSUB,,9,Nebraska,NEB,,4,,9,2013-02-15
USC Upstate,USCU,,23,Niagara,NU,,6,,9,2013-02-15
Houston Baptist,HBU,,9,Nicholls St.,NIST,,0,,9,2013-02-15
Ark.-Pine Bluff,ARPB,,0,North Dakota St.,NDSU,,4,,9,2013-02-15
Houston,UH,,9,Northeastern,NEU,,3,,9,2013-02-15
Texas Tech,TTU,,8,Northern Ill.,NIU,,0,,9,2013-02-15
Lamar University,LAM,,7,Northern Ky.,NKU,,6,,9,2013-02-15
New Mexico,NMU,,2,Oklahoma St.,OKST,,4,,9,2013-02-15
