Virginia Tech,VTU,,5,Binghamton,BING,,12,,9,2017-03-03
Arizona St.,ASU,,2,,,,1,,9,2017-03-03
Georgia Tech,GT,,12,Belmont,BEL,,3,,9,2017-03-03
Saint Mary's (CA),SMC,,12,Grand Canyon,GCU,,11,,9,2017-03-03
Stanford,STAN,,3,Texas,UT,,2,,9,2017-03-03
Texas St.,TXST,,18,Richmond,RICH,,3,,9,2017-03-03
Wofford,WOF,,4,Pittsburgh,PITT,,3,,9,2017-03-03
Towson,TOW,,3,Wagner,WAG,,2,,9,2017-03-03
Middle Tenn.,MTU,,3,Kennesaw St.,KENN,,0,,9,2017-03-03
Duke,DUKE,,3,Princeton,PRIN,,1,,9,2017-03-03
North Carolina,UNC,,2,Long Beach St.,LBST,,5,,9,2017-03-03
UNC Greensboro,UNCG,,11,UMES,UMES,,3,,9,2017-03-03
Florida A&M,FAMU,,7,ETSU,ETSU,,3,,9,2017-03-03
Mississippi Val.,MVSU,,3,Jackson St.,JKST,,5,,9,2017-03-03
Georgia,UGA,,1,UAB,UAB,,2,,10,2017-03-03
Oklahoma,OU,,3,Central Conn. St.,CCST,,0,,9,2017-03-03
Fla. Atlantic,FAU,,11,Illinois,ILL,,10,,9,2017-03-03
Little Rock,LR,,17,Purdue Fort Wayne,PUFW,,2,,9,2017-03-03
Clemson,CLEM,,0,South Carolina,SC,,2,,9,2017-03-03
Washington St.,WSU,,4,SFA,SFA,,2,,9,2017-03-03
Auburn,AUB,,8,Lipscomb,LIP,,0,,9,2017-03-03
Samford,SAMF,,5,Indiana,IU,,10,,9,2017-03-03
Incarnate Word,ICW,,12,Omaha,OMA,,11,,9,2017-03-03
Kentucky,UK,,2,UC Santa Barbara,UCSB,,1,,9,2017-03-03
George Mason,GMU,,1,Marist,MAR,,3,,9,2017-03-03
Evansville,EVAN,,5,Milwaukee,MIL,,7,,13,2017-03-03
East Carolina,ECU,,5,Western Caro.,WCU,,4,,9,2017-03-03
High Point,HPU,,3,Army West Point,ARMY,,2,,9,2017-03-03
Texas Southern,TSU,,11,Southern U.,SOU,,1,,7,2017-03-03
New Mexico St.,NMST,,1,Yale,YALE,,3,,9,2017-03-03
Louisville,UL,,13,Eastern Mich.,EMU,,0,,9,2017-03-03
Sam Houston St.,SHSU,,7,Bradley,BRAD,,1,,9,2017-03-03
Wake Forest,WF,,2,Quinnipiac,QUIN,,1,,11,2017-03-03
FIU,FIU,,2,Manhattan,MAN,,3,,10,2017-03-03
Furman,FURM,,2,Michigan St.,MSU,,3,,9,2017-03-03
Coastal Caro.,CCU,,7,San Francisco,SF,,5,,9,2017-03-03
Missouri,MIZ,,7,UIC,UIC,,2,,9,2017-03-03
South Fla.,USF,,4,Toledo,TOL,,3,,13,2017-03-03
Louisiana Tech,LTU,,6,Wichita St.,WICH,,2,,9,2017-03-03
Gardner-Webb,GW,,4,UMBC,UMBC,,3,,9,2017-03-03
Old Dominion,ODU,,5,Rutgers,RUT,,8,,9,2017-03-03
UNC Asheville,UNCA,,1,Iona,IONA,,4,,9,2017-03-03
Bethune-Cookman,BCU,,0,Tennessee Tech,TNTC,,5,,9,2017-03-03
Col. of Charleston,COC,,3,The Citadel,CIT,,2,,9,2017-03-03
Southern Ill.,SIU,,8,Western Ill.,WIU,,6,,9,2017-03-03
Missouri St.,MOST,,5,Central Ark.,UCA,,0,,9,2017-03-03
Abilene Christian,ACU,,3,Creighton,CREI,,2,,10,2017-03-03
Savannah St.,SVST,,4,Longwood,LU,,5,,9,2017-03-03
Jacksonville,JAC,,3,Valparaiso,VAL,,6,,10,2017-03-03
N.C. A&T,NCAT,,14,Mount St. Mary's,MSM,,7,,9,2017-03-03
Dayton,DAY,,13,UMass Lowell,UML,,8,"@Cary, N.C.        ",9,2017-03-03
Notre Dame,ND,,3,Maryland,UMD,,4,"@Cary, NC        ",9,2017-03-03
Monmouth,MON,,5,William & Mary,WM,,6,"@Cary, NC        ",9,2017-03-03
San Francisco,SF,,12,Albany (NY),ALBY,,11,"@Conway, S.C.        ",9,2017-03-03
Albany (NY),ALBY,,3,Winthrop,WIN,,2,"@Conway, S.C.        ",9,2017-03-03
Butler,BUT,,2,Hartford,HART,,5,"@Davidson, N.C.        ",9,2017-03-03
UConn,CONN,,3,Western Mich.,WMU,,4,"@DeLand, Fla.        ",9,2017-03-03
Oklahoma St.,OKST,,1,Nebraska,NEB,,0,"@Frisco, Texas        ",9,2017-03-03
Arizona,ARIZ,,3,Arkansas,ARK,,0,"@Frisco, Texas        ",9,2017-03-03
St. John's (NY),SJ,,7,Appalachian St.,APST,,3,"@Greenville, N.C.        ",9,2017-03-03
Presbyterian,PRES,,3,UT Martin,UTM,,2,"@Greenville, S.C.        ",9,2017-03-03
Baylor,BAY,,4,Ole Miss,MISS,,0,"@Houston, Texas        ",9,2017-03-03
Texas A&M,TAMU,,9,Texas Tech,TTU,,0,"@Houston, Texas        ",9,2017-03-03
LSU,LSU,,6,TCU,TCU,,9,"@Houston, Texas        ",9,2017-03-03
Iowa,IOWA,,7,Hawaii,HAW,,6,"@Minneapolis, Minn.        ",9,2017-03-03
Troy,TROY,,6,Seton Hall,SET,,3,"@Pensacola, Fla.        ",9,2017-03-03
Southeastern La.,SELA,,4,South Alabama,SAU,,3,"@Pensacola, Fla.        ",9,2017-03-03
Boston College,BC,,5,Central Mich.,CMU,,4,"@Port Charlotte, Fla.        ",9,2017-03-03
Villanova,VU,,1,Ball St.,BSU,,3,"@Port Charlotte, Fla.        ",9,2017-03-03
Chicago St.,CSU,,0,Georgetown,GTWN,,11,"@Port Charlotte, Fla.        ",9,2017-03-03
Coppin St.,COPP,,3,Harvard,HARV,,14,"@Washington, D.C.        ",9,2017-03-03
Harvard,HARV,,13,Lafayette,LC,,1,"@Washington, D.C.        ",9,2017-03-03
Canisius,CAN,,5,Fordham,FORD,,3,"@Wilson, N.C.        ",9,2017-03-03
Radford,RAD,,1,Kent St.,KENT,,9,"@Winston-Salem, NC        ",9,2017-03-03
Ark.-Pine Bluff,ARPB,,3,Grambling,GSU,,4,,9,2017-03-03
Washington,UW,,1,Sacramento St.,SAC,,7,,9,2017-03-03
La Salle,LS,,5,Niagara,NU,,8,"@Charlottesville, VA        ",9,2017-03-03
VCU,VCU,,4,Fairfield,FAIR,,3,,9,2017-03-03
SIUE,SIUE,,4,Northern Ill.,NIU,,2,,9,2017-03-03
Campbell,CAMP,,7,Ohio St.,OSU,,2,,9,2017-03-03
A&M-Corpus Christi,AMCC,,3,UT Arlington,UTA,,7,,9,2017-03-03
UTSA,UTSA,,3,Utah,UTAH,,17,,7,2017-03-03
Houston Baptist,HBU,,2,LIU Brooklyn,LIU ,,4,,10,2017-03-03
A&M-Corpus Christi,AMCC,,6,UT Arlington,UTA,,8,,9,2017-03-03
UTSA,UTSA,,8,Utah,UTAH,,3,,9,2017-03-03
Houston Baptist,HBU,,11,LIU Brooklyn,LIU ,,5,,9,2017-03-03
Davidson,DAV,,7,Hartford,HART,,5,,9,2017-03-04
UC Irvine,UCI,,6,Portland,POR,,3,,9,2017-03-04
Southeast Mo. St.,SEMO,,5,Purdue,PUR,,13,,9,2017-03-04
Miami (FL),MIAM,,3,Dartmouth,DART,,2,,9,2017-03-04
Western Ky.,WKU,,0,Ohio,OHIO,,3,,9,2017-03-04
Tennessee,TENN,,5,Norfolk St.,NORF,,2,,9,2017-03-04
Houston,UH,,1,Cal St. Fullerton,CSF,,4,,9,2017-03-04
Stetson,STE,,3,UConn,CONN,,9,,9,2017-03-04
New Orleans,UNO,,14,Alcorn,ALCN,,0,,9,2017-03-04
Kansas St.,KSU,,12,Eastern Ill.,EIU,,11,,9,2017-03-04
Louisiana,ULL,,5,Southern Miss.,USM,,4,,9,2017-03-04
San Diego St.,SDSU,,6,Cal Poly,CP,,4,,9,2017-03-04
UCLA,UCLA,,1,San Diego,USD,,3,,12,2017-03-04
Liberty,LIB,,3,Bryant,BRY,,1,,9,2017-03-04
Eastern Ky.,EKU,,8,Youngstown St.,YSU,,3,,9,2017-03-04
Air Force,AFA,,16,New Mexico,NMU,,24,,9,2017-03-04
The Citadel,CIT,,1,Col. of Charleston,COC,,10,,9,2017-03-04
CSU Bakersfield,CSUB,,7,BYU,BYU,,5,,9,2017-03-04
DBU,DBU,,10,Jacksonville St.,JVST,,6,,9,2017-03-04
Vanderbilt,VAN,,1,CSUN,CSUN,,4,,9,2017-03-04
Alabama,ALA,,6,La.-Monroe,ULM,,2,,9,2017-03-04
Oregon,UO,,4,Mississippi St.,MSST,,5,,9,2017-03-04
Elon,ELON,,3,Massachusetts,UMASS,,0,,9,2017-03-04
Fresno St.,FRES,,8,Nevada,NEV,,10,,9,2017-03-04
Morehead St.,MRST,,5,Bowling Green,BG,,6,,11,2017-03-04
Virginia,UVA,,12,La Salle,LS,,3,,9,2017-03-04
Southern California,USC,,1,Michigan,UM,,4,,9,2017-03-04
San Jose St.,SJSU,,1,UNLV,UNLV,,7,,9,2017-03-04
VMI,VMI,,5,George Washington,GWU,,6,,9,2017-03-04
Memphis,MEM,,6,Ga. Southern,GASO,,7,,9,2017-03-04
Georgia St.,GAST,,12,Northern Ky.,NKU,,4,,9,2017-03-04
Saint Louis,SLU,,8,Fairleigh Dickinson,FDU,,0,,9,2017-03-04
UCF,UCF,,8,Stony Brook,SB,,4,,9,2017-03-04
Austin Peay,PEAY,,14,Mercer,MER,,4,,9,2017-03-04
Nicholls St.,NIST,,4,Brown,BRWN,,3,,9,2017-03-04
North Florida,UNF,,3,Penn,PENN,,2,,9,2017-03-04
UNCW,UNCW,,1,FGCU,FGCU,,5,,9,2017-03-04
James Madison,JMU,,14,,,,6,,9,2017-03-04
Kansas,KU,,11,Northwestern St.,NWST,,7,,9,2017-03-04
Pacific,PAC,,4,Penn St.,PSU,,11,,9,2017-03-04
Charlotte,CHAR,,7,Xavier,XAV,,1,,9,2017-03-04
Florida St.,FSU,,12,Oakland,OAK,,1,,9,2017-03-04
Alabama St.,ALST,,2,Alabama A&M,AAMU,,5,,9,2017-03-04
Florida,UF,,7,Columbia,COL,,2,,9,2017-03-04
Tulane,TUL,,6,West Virginia,WVU,,0,,9,2017-03-04
Arkansas St.,ARST,,5,Cincinnati,UC,,1,,9,2017-03-04
Arizona St.,ASU,,2,,,,3,,9,2017-03-04
Georgia Tech,GT,,10,Belmont,BEL,,2,,9,2017-03-04
Saint Mary's (CA),SMC,,8,Grand Canyon,GCU,,6,,9,2017-03-04
Wofford,WOF,,0,Wright St.,WRST,,3,,9,2017-03-04
Middle Tenn.,MTU,,5,Kennesaw St.,KENN,,19,,9,2017-03-04
North Carolina,UNC,,1,Long Beach St.,LBST,,4,,9,2017-03-04
UNC Greensboro,UNCG,,4,UMES,UMES,,2,,9,2017-03-04
Mississippi Val.,MVSU,,2,Jackson St.,JKST,,3,,9,2017-03-04
Georgia,UGA,,2,UAB,UAB,,0,,9,2017-03-04
Fla. Atlantic,FAU,,4,Illinois,ILL,,14,,9,2017-03-04
Auburn,AUB,,5,Lipscomb,LIP,,4,,9,2017-03-04
Samford,SAMF,,6,Indiana,IU,,5,,9,2017-03-04
Kentucky,UK,,3,UC Santa Barbara,UCSB,,2,,9,2017-03-04
Minnesota,MIN,,0,Hawaii,HAW,,4,,9,2017-03-04
Miami (OH),MU,,8,Illinois St.,ILST,,7,,9,2017-03-04
George Mason,GMU,,10,Marist,MAR,,9,,9,2017-03-04
East Carolina,ECU,,7,St. John's (NY),SJ,,4,,9,2017-03-04
High Point,HPU,,4,Army West Point,ARMY,,2,,9,2017-03-04
Texas Southern,TSU,,9,Southern U.,SOU,,1,,9,2017-03-04
UC Riverside,UCR,,9,Holy Cross,HC,,8,,9,2017-03-04
Louisville,UL,,3,Eastern Mich.,EMU,,2,,13,2017-03-04
Furman,FURM,,11,UT Martin,UTM,,3,,9,2017-03-04
Coastal Caro.,CCU,,8,Winthrop,WIN,,3,,9,2017-03-04
Coastal Caro.,CCU,,14,Albany (NY),ALBY,,0,,7,2017-03-04
Missouri,MIZ,,6,UIC,UIC,,4,,9,2017-03-04
South Fla.,USF,,12,Toledo,TOL,,3,,9,2017-03-04
Houston Baptist,HBU,,14,LIU Brooklyn,LIU ,,1,,7,2017-03-04
Louisiana Tech,LTU,,15,Wichita St.,WICH,,1,,9,2017-03-04
Gardner-Webb,GW,,5,UMBC,UMBC,,2,,9,2017-03-04
Old Dominion,ODU,,6,Rutgers,RUT,,2,,9,2017-03-04
UNC Asheville,UNCA,,10,Iona,IONA,,8,,9,2017-03-04
Bethune-Cookman,BCU,,5,Tennessee Tech,TNTC,,4,,9,2017-03-04
Southern Ill.,SIU,,12,Western Ill.,WIU,,2,,9,2017-03-04
Missouri St.,MOST,,5,Central Ark.,UCA,,3,,9,2017-03-04
Abilene Christian,ACU,,8,Creighton,CREI,,7,,10,2017-03-04
Savannah St.,SVST,,3,Longwood,LU,,7,,9,2017-03-04
Jacksonville,JAC,,2,Valparaiso,VAL,,5,,9,2017-03-04
N.C. A&T,NCAT,,4,Mount St. Mary's,MSM,,2,,9,2017-03-04
William & Mary,WM,,7,Dayton,DAY,,0,"@Cary, N.C.        ",9,2017-03-04
Maryland,UMD,,9,NC State,NCST,,2,"@Cary, N.C.        ",9,2017-03-04
Notre Dame,ND,,0,UMass Lowell,UML,,8,"@Cary, NC        ",9,2017-03-04
Notre Dame,ND,,8,Rhode Island,URI,,4,"@Cary, NC        ",9,2017-03-04
Rhode Island,URI,,5,Monmouth,MON,,4,"@Cary, NC        ",13,2017-03-04
Winthrop,WIN,,6,San Francisco,SF,,11,"@Conway, S.C.        ",9,2017-03-04
Bucknell,BUCK,,3,Butler,BUT,,4,"@Davidson, N.C.        ",9,2017-03-04
Western Mich.,WMU,,9,Saint Joseph's,SJU,,2,"@DeLand, Fla.        ",9,2017-03-04
Maine,UME,,6,St. Bonaventure,SBU,,5,"@Delray Beach, FL        ",10,2017-03-04
Arkansas,ARK,,15,Nebraska,NEB,,5,"@Frisco, Texas        ",9,2017-03-04
Arizona,ARIZ,,10,Oklahoma St.,OKST,,9,"@Frisco, Texas        ",9,2017-03-04
Appalachian St.,APST,,7,Western Caro.,WCU,,3,"@Greenville, N.C.        ",9,2017-03-04
Michigan St.,MSU,,10,Presbyterian,PRES,,2,"@Greenville, S.C.        ",9,2017-03-04
South Carolina,SC,,7,Clemson,CLEM,,8,"@Greenville, S.C.        ",9,2017-03-04
LSU,LSU,,4,Baylor,BAY,,0,"@Houston, Texas        ",9,2017-03-04
Ole Miss,MISS,,1,Texas Tech,TTU,,5,"@Houston, Texas        ",9,2017-03-04
TCU,TCU,,11,Texas A&M,TAMU,,10,"@Houston, Texas        ",15,2017-03-04
Oral Roberts,ORU,,5,Iowa,IOWA,,7,"@Minneapolis, Minn.        ",9,2017-03-04
Seton Hall,SET,,1,Southeastern La.,SELA,,13,"@Pensacola, Fla.        ",9,2017-03-04
South Alabama,SAU,,6,Troy,TROY,,4,"@Pensacola, Fla.        ",9,2017-03-04
Georgetown,GTWN,,4,Boston College,BC,,3,"@Port Charlotte, Fla.        ",9,2017-03-04
Central Mich.,CMU,,3,Villanova,VU,,4,"@Port Charlotte, Fla.        ",9,2017-03-04
Ball St.,BSU,,8,Chicago St.,CSU,,6,"@Port Charlotte, Fla.        ",9,2017-03-04
Ball St.,BSU,,6,Northeastern,NEU,,5,"@Port Charlotte, Fla.        ",9,2017-03-04
Quinnipiac,QUIN,,0,Radford,RAD,,4,"@Winston-Salem, N.C.        ",9,2017-03-04
Marshall,MRSH,,3,Lehigh,LEH,,0,,9,2017-03-04
Ark.-Pine Bluff,ARPB,,15,Grambling,GSU,,1,,7,2017-03-04
Florida A&M,FAMU,,8,ETSU,ETSU,,10,,9,2017-03-04
Lafayette,LC,,6,Coppin St.,COPP,,5,"@Washington, D.C.        ",9,2017-03-04
VCU,VCU,,5,Fairfield,FAIR,,4,,13,2017-03-04
Campbell,CAMP,,1,Ohio St.,OSU,,7,,9,2017-03-04
New Mexico St.,NMST,,16,Yale,YALE,,5,,9,2017-03-04
Sam Houston St.,SHSU,,14,Bradley,BRAD,,7,,9,2017-03-04
N.C. Central,NCCU,,4,NJIT,NJIT,,3,,9,2017-03-04
Evansville,EVAN,,2,Milwaukee,MIL,,0,,9,2017-03-04
Little Rock,LR,,3,Purdue Fort Wayne,PUFW,,2,,9,2017-03-04
Duke,DUKE,,9,Princeton,PRIN,,2,,9,2017-03-04
Navy,NAVY,,2,Cornell,CORN,,5,,7,2017-03-04
Virginia Tech,VTU,,8,Binghamton,BING,,9,,11,2017-03-04
Murray St.,MUR,,3,Siena,SIE,,8,,9,2017-03-04
Northern Colo.,UNCO,,4,North Dakota St.,NDSU,,7,,7,2017-03-04
Oklahoma,OU,,13,Central Conn. St.,CCST,,2,,9,2017-03-04
Seattle U,SEA,,6,Sacred Heart,SHU,,3,,7,2017-03-04
Oregon St.,ORST,,4,UC Davis,UCD,,0,,9,2017-03-04
Rice,RICE,,7,Pepperdine,PEPP,,6,,9,2017-03-04
McNeese,MCNS,,12,Prairie View,PV,,9,,9,2017-03-04
Stanford,STAN,,5,Texas,UT,,2,,10,2017-03-04
Washington,UW,,8,Sacramento St.,SAC,,5,,10,2017-03-04
Utah Valley,UVU,,5,Indiana St.,INST,,10,,9,2017-03-04
USC Upstate,USCU,,1,Pittsburgh,PITT,,3,,9,2017-03-04
Fordham,FORD,,6,Canisius,CAN,,5,"@Wilson, N.C.        ",9,2017-03-04
Santa Clara,SCU,,1,Northwestern,NW,,7,,9,2017-03-04
California,CAL,,8,Gonzaga,GU,,7,,13,2017-03-04
Charleston So.,CHSO,,9,Hofstra,HOF,,3,,9,2017-03-04
FIU,FIU,,7,Manhattan,MAN,,3,,9,2017-03-04
Wake Forest,WF,,7,Kent St.,KENT,,2,,9,2017-03-04
SIUE,SIUE,,5,Northern Ill.,NIU,,3,,9,2017-03-04
N.C. Central,NCCU,,7,NJIT,NJIT,,3,,7,2017-03-04
Virginia,UVA,,5,Niagara,NU,,8,,9,2017-03-04
Rice,RICE,,2,Pepperdine,PEPP,,5,,7,2017-03-04
Seattle U,SEA,,5,Sacred Heart,SHU,,12,,9,2017-03-04
Oregon St.,ORST,,14,UC Davis,UCD,,2,,9,2017-03-04
McNeese,MCNS,,7,Prairie View,PV,,2,,9,2017-03-04
Utah Valley,UVU,,8,Indiana St.,INST,,11,,9,2017-03-04
Stanford,STAN,,2,Texas,UT,,1,,9,2017-03-04
Canisius,CAN,,4,Fordham,FORD,,0,"@Wilson, N.C.        ",7,2017-03-04
Charleston So.,CHSO,,4,Hofstra,HOF,,1,,9,2017-03-04
FIU,FIU,,5,Manhattan,MAN,,3,,7,2017-03-04
Wake Forest,WF,,5,Kent St.,KENT,,0,,9,2017-03-04
Sam Houston St.,SHSU,,8,Bradley,BRAD,,2,,9,2017-03-04
New Mexico St.,NMST,,7,Yale,YALE,,3,,9,2017-03-04
SIUE,SIUE,,9,Northern Ill.,NIU,,7,,9,2017-03-04
Little Rock,LR,,9,Purdue Fort Wayne,PUFW,,5,,9,2017-03-04
Oklahoma,OU,,6,Central Conn. St.,CCST,,1,,9,2017-03-04
Duke,DUKE,,7,Princeton,PRIN,,1,,9,2017-03-04
Washington,UW,,3,Sacramento St.,SAC,,2,,9,2017-03-04
Navy,NAVY,,8,Cornell,CORN,,7,,9,2017-03-04
Virginia Tech,VTU,,5,Binghamton,BING,,6,,11,2017-03-04
Murray St.,MUR,,11,Siena,SIE,,3,,9,2017-03-04
Northern Colo.,UNCO,,7,North Dakota St.,NDSU,,6,,9,2017-03-04
USC Upstate,USCU,,9,Pittsburgh,PITT,,5,,9,2017-03-04
Santa Clara,SCU,,8,Northwestern,NW,,1,,9,2017-03-04
California,CAL,,3,Gonzaga,GU,,8,,9,2017-03-04
Evansville,EVAN,,6,Milwaukee,MIL,,4,,9,2017-03-04
California,CAL,,9,Gonzaga,GU,,5,,9,2017-03-05
Davidson,DAV,,3,Butler,BUT,,2,,9,2017-03-05
UC Irvine,UCI,,5,Portland,POR,,3,,9,2017-03-05
Southeast Mo. St.,SEMO,,17,Purdue,PUR,,7,,9,2017-03-05
Delaware,DEL,,3,Rider,RID,,4,,9,2017-03-05
Miami (FL),MIAM,,0,Dartmouth,DART,,5,,9,2017-03-05
Western Ky.,WKU,,0,Ohio,OHIO,,3,,9,2017-03-05
Utah Valley,UVU,,9,Indiana St.,INST,,7,,9,2017-03-05
Santa Clara,SCU,,9,Northwestern,NW,,15,,8,2017-03-05
Tennessee,TENN,,5,Norfolk St.,NORF,,4,,11,2017-03-05
A&M-Corpus Christi,AMCC,,2,UT Arlington,UTA,,4,,9,2017-03-05
Minnesota,MIN,,6,Iowa,IOWA,,3,,9,2017-03-05
Stetson,STE,,3,Western Mich.,WMU,,5,,9,2017-03-05
NC State,NCST,,8,UMass Lowell,UML,,0,,9,2017-03-05
USC Upstate,USCU,,14,Wofford,WOF,,10,,9,2017-03-05
New Orleans,UNO,,7,Alcorn,ALCN,,6,,9,2017-03-05
Kansas St.,KSU,,14,Eastern Ill.,EIU,,0,,9,2017-03-05
Northern Colo.,UNCO,,8,North Dakota St.,NDSU,,2,,9,2017-03-05
Louisiana,ULL,,11,Southern Miss.,USM,,15,,11,2017-03-05
San Diego St.,SDSU,,2,Cal Poly,CP,,0,,9,2017-03-05
Liberty,LIB,,6,Bryant,BRY,,9,,9,2017-03-05
Eastern Ky.,EKU,,11,Youngstown St.,YSU,,6,,9,2017-03-05
Air Force,AFA,,7,New Mexico,NMU,,16,,9,2017-03-05
Arizona St.,ASU,,5,,,,8,,9,2017-03-05
DBU,DBU,,14,Jacksonville St.,JVST,,11,,9,2017-03-05
Vanderbilt,VAN,,11,CSUN,CSUN,,3,,9,2017-03-05
Alabama,ALA,,10,La.-Monroe,ULM,,3,,9,2017-03-05
Oregon,UO,,6,Mississippi St.,MSST,,5,,11,2017-03-05
Elon,ELON,,5,Massachusetts,UMASS,,1,,9,2017-03-05
Fresno St.,FRES,,9,Nevada,NEV,,5,,9,2017-03-05
Murray St.,MUR,,8,Siena,SIE,,9,,9,2017-03-05
Virginia,UVA,,18,La Salle,LS,,3,,9,2017-03-05
San Jose St.,SJSU,,9,UNLV,UNLV,,5,,9,2017-03-05
VMI,VMI,,13,George Washington,GWU,,8,,9,2017-03-05
Memphis,MEM,,9,Ga. Southern,GASO,,8,,9,2017-03-05
Georgia St.,GAST,,7,Northern Ky.,NKU,,8,,9,2017-03-05
Saint Louis,SLU,,7,Fairleigh Dickinson,FDU,,5,,9,2017-03-05
UCF,UCF,,3,Stony Brook,SB,,2,,9,2017-03-05
Austin Peay,PEAY,,6,Mercer,MER,,10,,9,2017-03-05
Nicholls St.,NIST,,3,Brown,BRWN,,1,,9,2017-03-05
North Florida,UNF,,7,Penn,PENN,,3,,9,2017-03-05
UNCW,UNCW,,1,FGCU,FGCU,,10,,9,2017-03-05
James Madison,JMU,,9,,,,4,,9,2017-03-05
South Carolina,SC,,3,Clemson,CLEM,,5,,11,2017-03-05
Kansas,KU,,6,Northwestern St.,NWST,,7,,10,2017-03-05
Pacific,PAC,,2,Penn St.,PSU,,11,,9,2017-03-05
Charlotte,CHAR,,6,Xavier,XAV,,7,,9,2017-03-05
Florida St.,FSU,,14,Oakland,OAK,,6,,9,2017-03-05
Alabama St.,ALST,,5,Alabama A&M,AAMU,,4,,10,2017-03-05
Florida,UF,,8,Columbia,COL,,4,,9,2017-03-05
Tulane,TUL,,5,West Virginia,WVU,,18,,9,2017-03-05
Arkansas St.,ARST,,4,Cincinnati,UC,,11,,9,2017-03-05
Virginia Tech,VTU,,1,Binghamton,BING,,2,,9,2017-03-05
Georgia Tech,GT,,5,Belmont,BEL,,11,,9,2017-03-05
Saint Mary's (CA),SMC,,4,Grand Canyon,GCU,,6,,9,2017-03-05
Navy,NAVY,,5,Cornell,CORN,,8,,9,2017-03-05
UTSA,UTSA,,1,Utah,UTAH,,7,,9,2017-03-05
Washington,UW,,4,Sacramento St.,SAC,,0,,9,2017-03-05
Middle Tenn.,MTU,,9,Kennesaw St.,KENN,,7,,9,2017-03-05
Oregon St.,ORST,,4,UC Davis,UCD,,1,,9,2017-03-05
Duke,DUKE,,6,Princeton,PRIN,,1,,9,2017-03-05
North Carolina,UNC,,8,Long Beach St.,LBST,,5,,9,2017-03-05
UNC Greensboro,UNCG,,18,UMES,UMES,,4,,9,2017-03-05
Florida A&M,FAMU,,13,ETSU,ETSU,,12,,10,2017-03-05
Mississippi Val.,MVSU,,0,Jackson St.,JKST,,6,,9,2017-03-05
Georgia,UGA,,1,UAB,UAB,,0,,9,2017-03-05
Oklahoma,OU,,11,Central Conn. St.,CCST,,2,,9,2017-03-05
Fla. Atlantic,FAU,,16,Illinois,ILL,,2,,9,2017-03-05
Little Rock,LR,,5,Purdue Fort Wayne,PUFW,,1,,9,2017-03-05
Auburn,AUB,,7,Lipscomb,LIP,,8,,10,2017-03-05
Samford,SAMF,,5,Indiana,IU,,3,,9,2017-03-05
Kentucky,UK,,12,UC Santa Barbara,UCSB,,1,,9,2017-03-05
George Mason,GMU,,1,Marist,MAR,,4,,9,2017-03-05
Evansville,EVAN,,2,Milwaukee,MIL,,8,,9,2017-03-05
East Carolina,ECU,,4,Appalachian St.,APST,,0,,9,2017-03-05
High Point,HPU,,3,Army West Point,ARMY,,7,,9,2017-03-05
UC Riverside,UCR,,5,Holy Cross,HC,,2,,9,2017-03-05
New Mexico St.,NMST,,18,Yale,YALE,,5,,9,2017-03-05
Louisville,UL,,8,Eastern Mich.,EMU,,7,,9,2017-03-05
Wake Forest,WF,,18,Radford,RAD,,7,,9,2017-03-05
FIU,FIU,,5,Manhattan,MAN,,1,,9,2017-03-05
Coastal Caro.,CCU,,6,San Francisco,SF,,1,,9,2017-03-05
Missouri,MIZ,,11,UIC,UIC,,10,,9,2017-03-05
South Fla.,USF,,6,Toledo,TOL,,3,,9,2017-03-05
Louisiana Tech,LTU,,12,Wichita St.,WICH,,10,,9,2017-03-05
Gardner-Webb,GW,,0,UMBC,UMBC,,6,,9,2017-03-05
Old Dominion,ODU,,15,Rutgers,RUT,,4,,9,2017-03-05
UNC Asheville,UNCA,,4,Iona,IONA,,2,,9,2017-03-05
Bethune-Cookman,BCU,,3,Tennessee Tech,TNTC,,1,,9,2017-03-05
Col. of Charleston,COC,,3,The Citadel,CIT,,1,,9,2017-03-05
Southern Ill.,SIU,,3,Western Ill.,WIU,,2,,9,2017-03-05
Missouri St.,MOST,,4,Central Ark.,UCA,,0,,9,2017-03-05
Charleston So.,CHSO,,8,Hofstra,HOF,,7,,11,2017-03-05
Abilene Christian,ACU,,4,Creighton,CREI,,3,,9,2017-03-05
Savannah St.,SVST,,13,Longwood,LU,,15,,9,2017-03-05
Jacksonville,JAC,,6,Valparaiso,VAL,,3,,9,2017-03-05
N.C. A&T,NCAT,,3,Mount St. Mary's,MSM,,1,,9,2017-03-05
Dayton,DAY,,2,Maryland,UMD,,11,"@Cary, N.C.        ",9,2017-03-05
Rhode Island,URI,,1,William & Mary,WM,,2,"@Cary, NC        ",9,2017-03-05
Notre Dame,ND,,4,Monmouth,MON,,0,"@Cary, NC        ",9,2017-03-05
Hartford,HART,,5,Bucknell,BUCK,,9,"@Davidson, N.C.        ",9,2017-03-05
Saint Joseph's,SJU,,0,UConn,CONN,,11,"@DeLand, Fla.        ",9,2017-03-05
Arkansas,ARK,,3,Oklahoma St.,OKST,,8,"@Frisco, Texas        ",9,2017-03-05
Nebraska,NEB,,1,Arizona,ARIZ,,0,"@Frisco, Texas        ",9,2017-03-05
Western Caro.,WCU,,1,St. John's (NY),SJ,,9,"@Greenville, N.C.        ",9,2017-03-05
