Furman,FURM,,5,,,,7,,9,2015-02-13
Ga. Southern,GASO,,3,Bethune-Cookman,BCU,,0,,9,2015-02-13
Auburn,AUB,,2,Binghamton,BING,,0,,9,2015-02-13
Wofford,WOF,,8,Boston College,BC,,4,,9,2015-02-13
UC Santa Barbara,UCSB,,8,BYU,BYU,,1,,9,2015-02-13
Baylor,BAY,,8,Cal Poly,CP,,6,,9,2015-02-13
Texas St.,TXST,,7,UC Davis,UCD,,10,,10,2015-02-13
Fresno St.,FRES,,5,UC Irvine,UCI,,4,,9,2015-02-13
FGCU,FGCU,,0,Central Mich.,CMU,,2,,9,2015-02-13
Charleston So.,CHSO,,8,Chicago St.,CSU,,1,,9,2015-02-13
Mississippi St.,MSST,,6,Cincinnati,UC,,2,,9,2015-02-13
Fla. Atlantic,FAU,,16,UConn,CONN,,5,,9,2015-02-13
CSU Bakersfield,CSUB,,0,Creighton,CREI,,5,,9,2015-02-13
USC Upstate,USCU,,11,Dayton,DAY,,4,,9,2015-02-13
Presbyterian,PRES,,13,Delaware St.,DEST,,6,,9,2015-02-13
Wake Forest,WF,,3,Delaware,DEL,,2,,9,2015-02-13
California,CAL,,1,Duke,DUKE,,7,,9,2015-02-13
Georgia,UGA,,18,Eastern Ill.,EIU,,3,,9,2015-02-13
ETSU,ETSU,,7,Eastern Ky.,EKU,,3,,9,2015-02-13
Arizona,ARIZ,,7,Eastern Mich.,EMU,,3,,9,2015-02-13
Little Rock,LR,,6,Evansville,EVAN,,3,,9,2015-02-13
Georgia St.,GAST,,11,Fordham,FORD,,3,,9,2015-02-13
UCLA,UCLA,,14,Hofstra,HOF,,2,,9,2015-02-13
Texas A&M,TAMU,,19,Holy Cross,HC,,2,,9,2015-02-13
Arkansas St.,ARST,,0,Illinois St.,ILST,,3,,9,2015-02-13
La.-Monroe,ULM,,6,Indiana St.,INST,,11,,9,2015-02-13
Stanford,STAN,,2,Indiana,IU,,4,,9,2015-02-13
Gardner-Webb,GW,,6,James Madison,JMU,,9,,9,2015-02-13
LSU,LSU,,4,Kansas,KU,,1,,9,2015-02-13
Winthrop,WIN,,9,Kent St.,KENT,,1,,9,2015-02-13
Stetson,STE,,0,La Salle,LS,,3,,9,2015-02-13
Kennesaw St.,KENN,,11,Liberty,LIB,,9,,9,2015-02-13
Tennessee Tech,TNTC,,2,Longwood,LU,,8,,9,2015-02-13
Southeastern La.,SELA,,5,Louisiana Tech,LTU,,4,,9,2015-02-13
Florida A&M,FAMU,,4,Marshall,MRSH,,3,,9,2015-02-13
Alabama,ALA,,6,UMES,UMES,,0,,9,2015-02-13
Long Beach St.,LBST,,3,Michigan,UM,,2,,9,2015-02-13
Jacksonville,JAC,,2,Middle Tenn.,MTU,,7,,9,2015-02-13
Houston,UH,,9,Minnesota,MIN,,1,,9,2015-02-13
DBU,DBU,,15,Monmouth,MON,,1,,9,2015-02-13
San Diego,USD,,3,Morehead St.,MRST,,10,,9,2015-02-13
Southern Miss.,USM,,7,Murray St.,MUR,,4,,9,2015-02-13
UNLV,UNLV,,0,Nebraska,NEB,,2,,9,2015-02-13
Abilene Christian,ACU,,3,Nevada,NEV,,12,,9,2015-02-13
Lamar University,LAM,,7,New Mexico St.,NMST,,6,,9,2015-02-13
South Alabama,SAU,,7,New Orleans,UNO,,3,,9,2015-02-13
Austin Peay,PEAY,,15,Niagara,NU,,7,,9,2015-02-13
Grand Canyon,GCU,,6,North Dakota St.,NDSU,,3,,9,2015-02-13
Arkansas,ARK,,11,North Dakota St.,NDSU,,4,,9,2015-02-13
,,,1,Northeastern,NEU,,3,,9,2015-02-13
Troy,TROY,,6,Northwestern St.,NWST,,0,,9,2015-02-13
Oklahoma,OU,,6,Notre Dame,ND,,1,,9,2015-02-13
Florida St.,FSU,,7,Oakland,OAK,,3,,9,2015-02-13
UNC Asheville,UNCA,,9,Ohio,OHIO,,16,,9,2015-02-13
Arizona St.,ASU,,4,Oklahoma St.,OKST,,3,,10,2015-02-13
Coastal Caro.,CCU,,4,Old Dominion,ODU,,0,,9,2015-02-13
Hawaii,HAW,,0,Oregon,UO,,12,,9,2015-02-13
Jackson St.,JKST,,6,UTRGV,UTRG,,5,,9,2015-02-13
Elon,ELON,,16,Penn St.,PSU,,15,,9,2015-02-13
UC Riverside,UCR,,3,Portland,POR,,1,,9,2015-02-13
Houston Baptist,HBU,,13,Prairie View,PV,,3,,9,2015-02-13
Western Caro.,WCU,,17,Purdue,PUR,,6,,9,2015-02-13
Samford,SAMF,,2,Radford,RAD,,5,,9,2015-02-13
Florida,UF,,9,Rhode Island,URI,,1,,9,2015-02-13
UNCW,UNCW,,7,Richmond,RICH,,2,,9,2015-02-13
Miami (FL),MIAM,,5,Rutgers,RUT,,2,,9,2015-02-13
Georgia Tech,GT,,17,St. John's (NY),SJ,,3,,9,2015-02-13
Seattle U,SEA,,11,Saint Mary's (CA),SMC,,1,,9,2015-02-13
A&M-Corpus Christi,AMCC,,6,Saint Peter's,SAIN,,4,,9,2015-02-13
Texas Tech,TTU,,9,San Francisco,SF,,7,,9,2015-02-13
,,,5,San Jose St.,SJSU,,2,,9,2015-02-13
Vanderbilt,VAN,,4,Santa Clara,SCU,,0,,9,2015-02-13
North Carolina,UNC,,7,Seton Hall,SET,,1,,9,2015-02-13
UCF,UCF,,4,Siena,SIE,,1,,9,2015-02-13
TCU,TCU,,5,Southern Ill.,SIU,,0,,9,2015-02-13
UTSA,UTSA,,8,Louisiana,ULL,,5,,9,2015-02-13
Nicholls St.,NIST,,0,Stony Brook,SB,,6,,9,2015-02-13
FIU,FIU,,4,Tennessee,TENN,,3,,9,2015-02-13
Rice,RICE,,1,Texas,UT,,3,,9,2015-02-13
Southern California,USC,,17,Towson,TOW,,1,,9,2015-02-13
Pepperdine,PEPP,,3,Tulane,TUL,,9,,9,2015-02-13
The Citadel,CIT,,5,Air Force,AFA,,3,,9,2015-02-13
N.C. A&T,NCAT,,1,Navy,NAVY,,8,,9,2015-02-13
San Diego St.,SDSU,,5,Valparaiso,VAL,,4,,9,2015-02-13
NC State,NCST,,14,Villanova,VU,,5,,9,2015-02-13
North Florida,UNF,,1,VMI,VMI,,3,,9,2015-02-13
East Carolina,ECU,,1,Virginia,UVA,,3,,9,2015-02-13
SFA,SFA,,4,Washington St.,WSU,,1,,9,2015-02-13
Pacific,PAC,,2,Washington,UW,,5,,9,2015-02-13
Clemson,CLEM,,0,West Virginia,WVU,,2,,9,2015-02-13
UAB,UAB,,4,Western Mich.,WMU,,1,,9,2015-02-13
Sam Houston St.,SHSU,,8,Wichita St.,WICH,,5,,9,2015-02-13
Ole Miss,MISS,,9,William & Mary,WM,,4,,9,2015-02-13
Belmont,BEL,,7,Wright St.,WRST,,14,,9,2015-02-13
Jacksonville St.,JVST,,13,Youngstown St.,YSU,,1,,9,2015-02-13
South Carolina,SC,,3,Col. of Charleston,COC,,6,,9,2015-02-13
McNeese,MCNS,,6,Ark.-Pine Bluff,ARPB,,5,,9,2015-02-13
UNC Greensboro,UNCG,,12,High Point,HPU,,8,,9,2015-02-13
Mississippi Val.,MVSU,,8,UIC,UIC,,7,,10,2015-02-13
Texas Southern,TSU,,4,,,,8,,9,2015-02-13
N.C. Central,NCCU,,1,Norfolk St.,NORF,,4,,9,2015-02-13
New Mexico St.,NMST,,1,Illinois,ILL,,5,"@Beaumont, Texas        ",10,2015-02-13
Toledo,TOL,,1,Wright St.,WRST,,8,"@Belmont,         ",9,2015-02-13
James Madison,JMU,,5,,,,4,"@Boiling Springs, NC        ",9,2015-02-13
South Dakota St.,SDST,,6,Northern Ill.,NIU,,10,"@Clarksville, TN        ",9,2015-02-13
Alabama St.,ALST,,1,Louisville,UL,,5,"@Clearwater, Fla.        ",9,2015-02-13
South Fla.,USF,,2,Cal St. Fullerton,CSF,,1,"@Clearwater, Fla.        ",9,2015-02-13
Western Ky.,WKU,,3,Maryland,UMD,,7,"@Conway, S.C.        ",9,2015-02-13
UTRGV,UTRG,,0,UT Martin,UTM,,1,"@Jackson, MS        ",9,2015-02-13
UT Arlington,UTA,,2,Missouri St.,MOST,,7,"@Nacogdoches, Texas        ",9,2015-02-13
Notre Dame,ND,,7,SIUE,SIUE,,6,"@Norman, Okla.        ",9,2015-02-13
Gonzaga,GU,,3,Utah Valley,UVU,,2,"@Northridge, CA        ",9,2015-02-13
Bradley,BRAD,,6,Omaha,OMA,,1,"@Phoenix, AZ        ",9,2015-02-13
Iowa,IOWA,,4,Kansas St.,KSU,,5,"@Port Charlotte, Fla.        ",9,2015-02-13
Ohio St.,OSU,,4,George Mason,GMU,,3,"@Port Charlotte, Fla.        ",9,2015-02-13
Saint Louis,SLU,,1,Pittsburgh,PITT,,18,"@Port Charlotte, Fla.        ",9,2015-02-13
Davidson,DAV,,5,Appalachian St.,APST,,3,"@Raleigh, N.C.        ",9,2015-02-13
