South Carolina,SC,,5,Liberty,LIB,,6,,11,2019-02-15
Coastal Caro.,CCU,,10,VCU,VCU,,8,,9,2019-02-15
ETSU,ETSU,,4,Iona,IONA,,3,,9,2019-02-15
VMI,VMI,,9,Saint Joseph's,SJU,,3,"@Wilmington, NC        ",9,2019-02-15
South Fla.,USF,,7,Samford,SAMF,,4,,9,2019-02-15
Mercer,MER,,5,Evansville,EVAN,,4,,9,2019-02-15
Elon,ELON,,9,Lafayette,LC,,1,,9,2019-02-15
Florida,UF,,8,Long Beach St.,LBST,,2,,9,2019-02-15
Louisville,UL,,2,UConn,CONN,,3,"@Lakeland, FL        ",9,2019-02-15
Georgetown,GTWN,,3,Illinois,ILL,,11,"@Winston-Salem, NC        ",9,2019-02-15
UNCW,UNCW,,5,VMI,VMI,,2,,9,2019-02-15
The Citadel,CIT,,1,Delaware St.,DEST,,3,,9,2019-02-15
Clemson,CLEM,,6,South Alabama,SAU,,2,,9,2019-02-15
Gardner-Webb,GW,,3,Navy,NAVY,,2,,10,2019-02-15
Saint Louis,SLU,,9,Miami (OH),MU,,1,"@Hoover, Ala.        ",9,2019-02-15
Michigan,UM,,10,Binghamton,BING,,0,"@Port St. Lucie, FL        ",9,2019-02-15
Georgia Tech,GT,,6,UIC,UIC,,3,,9,2019-02-15
FIU,FIU,,7,Stony Brook,SB,,13,,9,2019-02-15
Ohio St.,OSU,,4,Seton Hall,SET,,3,"@Port Charlotte, FL        ",9,2019-02-15
Col. of Charleston,COC,,9,UNC Asheville,UNCA,,0,,9,2019-02-15
UNC Greensboro,UNCG,,12,Quinnipiac,QUIN,,5,,9,2019-02-15
Kennesaw St.,KENN,,5,West Virginia,WVU,,3,,9,2019-02-15
FGCU,FGCU,,3,Bethune-Cookman,BCU,,6,,9,2019-02-15
Davidson,DAV,,13,Towson,TOW,,5,,9,2019-02-15
NJIT,NJIT,,5,Eastern Mich.,EMU,,4,"@Hoover, AL        ",9,2019-02-15
Wake Forest,WF,,14,Sacred Heart,SHU,,1,,9,2019-02-15
Florida St.,FSU,,11,Maine,UME,,0,,9,2019-02-15
Maryland,UMD,,6,Campbell,CAMP,,10,"@Conway, SC        ",10,2019-02-15
Milwaukee,MIL,,5,Marshall,MRSH,,3,"@Kissimmee, FL        ",9,2019-02-15
North Florida,UNF,,5,Missouri,MIZ,,4,,9,2019-02-15
