,,,1,Hawaii,HAW,,0,,9,2016-02-13
,,,9,Hawaii,HAW,,11,,9,2016-02-14
Cal Poly,CP,,6,Pacific,PAC,,2,,9,2016-02-19
Saint Mary's (CA),SMC,,10,Seattle U,SEA,,5,,9,2016-02-19
Santa Clara,SCU,,0,Notre Dame,ND,,5,,9,2016-02-19
High Point,HPU,,3,UNC Greensboro,UNCG,,9,,9,2016-02-19
Clemson,CLEM,,3,Maine,UME,,4,,9,2016-02-19
Abilene Christian,ACU,,5,UTRGV,UTRG,,2,,9,2016-02-19
Arizona St.,ASU,,5,Xavier,XAV,,2,,9,2016-02-19
San Jose St.,SJSU,,2,UC Irvine,UCI,,3,,9,2016-02-19
Hawaii,HAW,,4,New Mexico,NMU,,6,,9,2016-02-19
New Mexico St.,NMST,,8,Towson,TOW,,5,,9,2016-02-19
LSU,LSU,,6,Cincinnati,UC,,5,,12,2016-02-19
Jackson St.,JKST,,8,UT Martin,UTM,,5,,9,2016-02-19
Southern California,USC,,0,North Dakota St.,NDSU,,1,,9,2016-02-19
Nicholls St.,NIST,,6,Mississippi Val.,MVSU,,1,,9,2016-02-19
Rice,RICE,,1,Arizona,ARIZ,,8,,9,2016-02-19
Texas Southern,TSU,,8,UIC,UIC,,5,,9,2016-02-19
South Fla.,USF,,11,Liberty,LIB,,10,,9,2016-02-19
Georgia Tech,GT,,5,Purdue,PUR,,2,,9,2016-02-19
Florida A&M,FAMU,,9,Marshall,MRSH,,4,,9,2016-02-19
Texas,UT,,3,UNLV,UNLV,,4,,12,2016-02-19
Texas Tech,TTU,,12,Milwaukee,MIL,,3,,9,2016-02-19
Northwestern St.,NWST,,1,Alabama St.,ALST,,0,,11,2016-02-19
Oklahoma,OU,,2,Northeastern,NEU,,3,,9,2016-02-19
UC Davis,UCD,,0,Portland,POR,,12,,9,2016-02-19
Miami (FL),MIAM,,4,Rutgers,RUT,,1,,9,2016-02-19
East Carolina,ECU,,11,Longwood,LU,,1,,9,2016-02-19
Florida,UF,,4,FGCU,FGCU,,2,,9,2016-02-19
UC Santa Barbara,UCSB,,8,San Francisco,SF,,2,,9,2016-02-19
Duke,DUKE,,2,California,CAL,,5,,9,2016-02-19
UAB,UAB,,5,Arkansas St.,ARST,,14,,9,2016-02-19
Furman,FURM,,2,Fordham,FORD,,5,,9,2016-02-19
Stetson,STE,,1,Delaware,DEL,,6,,9,2016-02-19
Mississippi St.,MSST,,6,Fla. Atlantic,FAU,,10,,9,2016-02-19
South Carolina,SC,,10,Albany (NY),ALBY,,1,,9,2016-02-19
,,,8,LIU Brooklyn,LIU ,,2,,9,2016-02-19
James Madison,JMU,,9,Bucknell,BUCK,,3,,9,2016-02-19
Long Beach St.,LBST,,7,Holy Cross,HC,,1,,9,2016-02-19
TCU,TCU,,3,,,,5,,9,2016-02-19
Georgia,UGA,,4,Ga. Southern,GASO,,1,,9,2016-02-19
Auburn,AUB,,10,Sacramento St.,SAC,,5,,9,2016-02-19
Tennessee Tech,TNTC,,13,Western Ill.,WIU,,12,,9,2016-02-19
Middle Tenn.,MTU,,4,Indiana,IU,,14,,9,2016-02-19
Coastal Caro.,CCU,,17,Appalachian St.,APST,,2,,9,2016-02-19
Louisiana,ULL,,2,Sam Houston St.,SHSU,,1,,10,2016-02-19
Gardner-Webb,GW,,7,Delaware St.,DEST,,6,,11,2016-02-19
Troy,TROY,,10,Northern Ky.,NKU,,3,,9,2016-02-19
N.C. Central,NCCU,,1,Morehead St.,MRST,,4,,9,2016-02-19
